# id,sphere,gamma
517197,233,25
517198,743,95
517199,233,32
517200,610,27
517201,233,34
517202,703,37
517203,0,73
517204,233,42
517205,233,30
517206,871,78
517207,573,99
517208,416,98
517209,89,50
517210,905,75
517211,777,91
517212,905,73
517213,743,96
517214,89,64
517215,233,39
517216,931,59
517217,416,99
517218,843,32
517219,918,67
517220,89,77
517221,89,74
517222,843,39
517223,610,27
517224,845,89
517225,233,32
517226,416,99
518362,233,43
518363,89,42
518364,709,94
518365,225,96
518366,610,27
518367,881,41
518368,233,20
518369,466,17
518371,610,28
518372,178,86
518373,233,29
518374,233,33
518375,233,35
518376,610,27
518377,89,70
518378,654,95
518379,892,77
518380,233,38
518381,610,30
518382,902,46
518384,280,95
518385,348,98
518386,884,71
518388,745,57
518390,610,38
518391,89,83
518392,690,75
518394,610,25
523814,871,90
523815,272,70
523816,648,66
523817,610,28
523818,610,27
523819,259,93
523820,47,60
523821,0,85
523822,756,93
523823,89,50
523824,583,12
523825,921,52
523826,769,94
523827,811,93
523828,858,85
523829,39,55
523830,918,68
523831,0,90
523832,60,78
523833,178,84
523834,178,86
523836,610,30
523837,201,86
523838,233,38
523839,575,54
523840,178,89
523841,233,33
523842,573,97
523843,610,24
523844,610,30
523845,722,63
523846,89,49
523847,233,39
523848,743,95
523849,610,30
523850,518,101
523851,191,89
523852,178,84
523853,897,58
523854,664,29
523855,876,48
523856,610,27
523857,610,31
523859,586,87
524509,845,83
524510,89,51
524511,610,44
530622,233,31
530623,876,60
530624,881,41
530625,466,28
530626,580,43
530627,902,44
530628,539,100
530629,89,66
530630,573,100
530631,89,28
530632,573,100
530633,89,53
530634,89,68
530635,89,60
530636,610,26
530637,610,26
530638,539,100
530639,233,39
530640,690,40
530641,711,52
530642,843,32
530643,641,99
530644,450,96
530645,233,30
530646,610,26
530647,416,101
530648,811,92
530649,675,98
530650,931,60
530651,879,64
530652,918,67
530653,559,37
530654,89,65
530655,450,99
530656,843,37
530657,889,54
530658,484,95
530659,688,77
530660,89,67
530661,580,38
530662,204,93
530663,756,93
530664,610,27
530665,89,56
530666,233,42
530667,910,59
530668,573,100
530669,858,85
530670,777,94
530671,233,30
530672,233,34
530673,897,62
530674,89,59
530675,850,69
530676,89,57
530677,89,72
530678,314,97
530679,675,96
530680,233,39
530681,26,82
530682,0,68
530683,89,65
530684,777,93
530685,233,36
530686,89,62
530687,89,73
530688,845,86
530689,89,74
530690,470,36
530691,897,68
530692,89,71
530693,26,84
530694,709,96
530695,743,75
530696,902,46
530697,89,69
530698,484,97
530699,889,51
530700,863,70
530701,743,75
530702,843,35
530703,141,81
530704,559,37
530705,107,81
530706,86,86
530707,107,81
530708,450,100
530709,178,84
530710,233,34
530711,610,22
530712,89,80
530713,178,89
530714,466,28
532818,233,34
532820,610,27
532821,931,59
532822,89,79
532824,233,35
532825,395,100
532828,610,27
532830,610,39
532835,89,80
532836,466,34
532839,675,98
532840,931,61
532841,774,50
532842,897,64
532843,910,57
532844,910,55
532845,178,83
532847,816,59
532849,902,44
532854,34,59
532856,178,83
532858,89,78
532859,128,97
532861,879,87
532867,610,27
532933,188,10
532934,233,42
532935,879,82
532936,89,76
532937,233,35
532938,573,99
532939,847,44
532940,910,56
532941,484,101
532942,348,98
532943,89,55
532944,466,28
532945,314,96
532946,178,87
532947,233,36
532948,233,47
532949,675,99
532950,889,53
532951,314,97
532952,233,47
532953,178,86
532954,233,47
532955,811,91
532956,450,100
532957,777,93
532958,89,53
532959,610,34
532960,233,35
532961,892,80
532962,610,31
532963,892,77
532964,610,32
532965,314,96
532966,0,101
532967,233,30
533481,643,91
533482,465,115
533483,466,12
533484,232,115
533485,465,115
533486,811,52
533487,384,30
533488,546,54
533491,881,42
533492,610,30
533493,104,84
533494,646,67
533495,91,86
533496,0,36
533497,554,56
533498,667,64
533499,874,22
533500,233,59
533501,125,91
533502,89,68
533503,49,96
533504,400,73
533505,429,70
533506,525,55
533507,588,56
533508,212,15
533509,4,88
533510,591,68
533511,23,84
533512,431,47
533513,824,48
533514,824,13
533515,89,70
533516,0,77
533517,13,33
533518,610,54
533519,722,55
533520,60,12
533521,68,38
533522,858,83
533524,13,38
533525,10,35
533526,10,65
533528,478,45
533529,4,90
533530,60,43
533531,44,79
533532,607,68
533533,651,43
533534,10,50
533535,2,34
533536,57,84
533537,520,55
533538,0,71
533539,65,68
533540,654,61
533541,384,43
533542,858,80
533543,554,48
533544,478,45
533545,905,63
533546,531,57
533547,554,89
533548,34,29
533549,38,27
533550,646,67
533551,512,42
533552,99,73
533553,70,97
533555,342,42
533556,89,20
533557,0,92
533558,361,10
533559,486,7
533560,358,82
533561,610,26
533562,89,78
533563,641,68
533564,319,67
533565,819,59
533566,554,64
533567,633,59
533568,233,48
533569,578,64
533570,735,53
533571,2,75
533572,313,38
533573,10,71
533574,209,74
533575,10,63
533576,0,69
533577,416,98
533578,28,22
533579,271,43
533580,554,57
533581,12,53
533582,149,4
533583,609,57
533584,492,7
533585,99,72
533586,478,48
533587,756,53
533588,23,81
533589,178,85
533590,832,55
533591,25,34
533592,282,93
533593,0,84
533594,630,40
533595,766,73
533596,601,59
533597,753,98
533598,15,82
533599,65,74
533600,546,63
533601,233,78
533602,641,70
533603,81,4
533604,633,67
533605,0,88
533606,78,76
533607,779,84
533608,233,12
533609,507,112
533610,559,66
533662,233,65
533668,769,30
533670,610,60
533671,659,45
533677,413,75
533681,528,80
533682,248,84
533683,233,40
533689,648,76
533975,641,72
533976,868,48
533977,709,98
533987,89,50
533988,466,28
533989,89,73
533990,798,67
533991,89,72
533992,233,38
534273,178,88
534274,233,31
534275,233,33
534276,89,59
534277,89,30
534278,89,39
534280,931,60
534281,89,64
534282,233,41
534284,233,29
534285,89,55
534286,897,65
534287,871,78
534288,89,79
534289,675,97
534290,654,71
534292,515,73
534293,353,80
534294,905,69
534295,918,63
534296,89,59
534297,436,32
534298,918,68
534299,233,41
534300,314,96
534301,620,73
534302,860,39
534303,0,76
534305,610,23
534306,233,36
534307,233,46
534308,832,62
534309,233,38
534313,688,66
534314,656,65
534315,905,72
534316,395,80
534317,826,42
534319,824,83
534320,191,91
534321,918,64
534322,89,82
534323,567,42
534324,808,69
534325,18,78
534327,450,94
534328,89,25
534329,892,78
534330,280,96
534331,233,33
534332,89,63
534333,31,77
534334,233,30
534335,843,36
534336,610,29
534337,792,38
534338,23,85
534339,178,82
534341,610,26
534343,89,67
534344,233,38
534345,89,59
534347,779,78
534349,889,51
534350,610,23
534352,955,38
534353,178,84
534354,89,61
534355,889,61
534356,233,28
534357,777,95
534359,233,38
534360,610,28
534361,491,38
534362,233,43
534364,743,93
534365,89,30
534366,89,73
534367,843,30
534368,709,97
534369,824,88
534371,18,77
534372,811,83
534373,178,87
534374,0,71
534376,89,72
534377,484,100
534378,233,31
534379,89,58
534381,246,93
534382,233,43
534383,843,34
534384,610,30
534385,845,90
534386,204,97
534387,539,100
534388,387,75
534389,843,35
534390,423,31
534391,233,46
534392,89,77
534393,610,30
534395,610,23
534396,89,26
534397,610,28
534398,675,98
534399,610,29
535531,89,79
535533,573,100
535535,348,98
535536,89,64
535538,897,62
535542,897,64
535543,89,70
535546,931,59
535550,89,61
535551,89,55
535555,910,57
535561,233,29
535566,466,27
535574,931,61
535579,889,51
539163,610,28
539164,466,30
539165,610,30
539166,824,87
539167,233,32
539168,845,84
539169,884,70
539170,348,99
539171,233,41
539172,918,67
539173,610,32
539174,89,46
539175,539,100
539176,610,27
539177,868,48
539178,89,58
539179,688,66
539180,843,38
539181,910,58
539182,863,63
539183,610,22
539184,89,46
541420,89,64
541421,89,73
541423,918,69
541425,855,54
541426,89,79
541427,233,27
541429,641,93
541430,123,76
541431,33,15
541432,905,76
541434,902,47
541438,610,34
541439,233,30
541442,466,27
541445,89,50
541448,89,69
541449,382,99
541450,484,100
541452,845,76
541459,123,86
541461,910,58
541463,641,99
541466,610,27
541468,178,85
541470,743,96
541471,845,90
541472,217,83
541473,89,54
541474,868,47
541476,233,38
541477,429,71
541478,0,53
541479,520,41
541480,68,43
541482,0,68
541483,743,96
541484,466,27
541485,0,68
541486,610,40
541487,89,33
541488,610,28
541489,510,85
541491,887,59
541492,610,29
541494,191,93
541498,792,37
541499,178,88
541501,539,100
541502,777,93
541505,89,60
541506,889,53
541508,170,102
541509,89,63
541512,850,70
541513,771,36
541514,910,55
541515,233,41
541516,233,40
541517,743,96
541518,824,80
541521,89,80
541522,843,35
541523,466,27
541524,610,27
541525,918,66
541526,233,39
541527,905,72
541528,800,54
541529,610,36
541530,918,66
541531,918,69
541532,756,99
541533,737,45
541534,790,80
541535,89,71
541536,157,88
541537,669,54
541539,879,86
541540,233,30
541541,123,95
541542,610,42
541543,743,88
541544,89,71
541545,897,63
541546,233,29
541547,610,28
541549,641,92
541552,466,28
541557,813,49
541561,610,29
541566,610,19
541568,123,87
541571,89,45
541573,466,21
541576,792,43
541577,829,98
541580,306,99
541582,897,64
541583,429,101
541585,610,29
541588,855,54
541590,89,46
541593,610,27
541596,89,49
541597,212,92
541600,408,81
545934,740,104
545935,607,100
545936,395,94
545937,233,28
545939,89,52
545941,881,43
545942,233,42
545944,821,67
545945,628,88
545947,709,69
545948,233,41
545949,843,37
545950,610,18
545951,89,42
545952,690,47
545953,910,56
545954,89,66
545955,89,76
545956,607,99
545957,505,97
545958,845,90
545959,743,95
545960,450,100
545961,607,99
545962,811,91
545963,89,63
545964,871,78
545965,884,71
545966,89,64
545967,233,40
545968,910,58
545969,905,72
545970,610,31
545971,858,83
545972,918,67
545973,811,89
545974,843,33
545975,89,57
545976,868,42
545977,233,28
545978,743,96
552315,777,92
552316,178,86
552317,897,64
552318,225,93
552319,610,28
552320,610,27
552321,884,70
552322,709,95
552323,580,49
552324,843,39
552325,466,28
552327,89,29
552328,233,30
552329,178,86
552330,233,28
552331,280,92
552332,512,35
552333,233,40
552334,843,34
552335,18,82
552336,314,96
552337,610,25
552338,89,25
552339,89,49
552340,601,49
552341,905,74
552342,326,23
552343,897,62
552344,510,75
552345,897,62
552346,314,96
552347,905,75
552348,348,98
552349,203,21
552350,280,94
552351,89,57
552352,450,100
552353,675,98
552354,395,98
552355,918,67
552356,897,63
552357,402,26
552358,89,77
552359,897,62
552360,154,81
552361,620,90
552362,743,95
552363,233,39
552364,178,89
552365,52,80
552366,89,65
552367,246,93
552368,860,40
552369,743,77
552370,466,19
552371,610,29
552372,868,48
552373,610,27
552375,5,77
552376,233,32
552377,709,97
552378,233,33
552379,89,78
552380,259,96
552381,610,26
552382,466,28
552384,280,96
552386,89,67
552387,99,85
552388,233,32
552389,382,100
552390,905,73
552391,777,92
552392,798,67
552393,905,74
552394,832,58
552395,382,99
552397,711,79
552398,178,85
552399,89,80
552400,0,20
552401,332,79
552403,466,29
552404,348,98
552405,89,64
552406,892,79
552407,881,40
552408,722,75
552409,843,36
552410,610,29
552411,897,63
552412,141,83
552413,610,27
552414,884,70
552415,586,97
552416,586,88
552417,89,51
552418,884,77
552419,89,29
552420,89,45
552423,610,28
552424,610,25
552425,926,76
552426,931,61
552427,601,53
552428,635,62
552429,819,75
552430,858,87
552431,843,38
552433,89,58
552434,518,94
552435,675,98
552436,0,76
552437,182,24
552438,334,30
552439,89,55
556958,89,53
556959,879,85
556960,764,71
556961,868,50
556962,871,80
556963,525,40
556964,910,56
556965,918,67
556966,843,34
556967,847,43
556968,610,30
556970,89,65
556971,610,27
556972,89,61
556973,212,92
556975,610,26
556976,610,28
556977,505,99
556978,89,53
556979,843,37
556980,89,70
556981,892,83
556982,233,43
556983,191,87
556984,178,87
556985,910,55
556986,826,40
556987,89,72
556988,89,25
556989,688,97
556990,910,53
556991,246,94
556992,212,93
556993,764,93
556994,892,69
556995,610,27
556996,889,49
556997,233,45
556998,552,99
556999,89,70
557000,0,18
557001,233,38
557002,233,33
557003,586,97
557004,233,36
557005,641,98
557006,89,67
557007,745,79
557008,89,79
557009,233,40
557010,89,66
557011,525,46
557012,233,41
557013,910,58
557014,858,84
557015,889,50
557016,233,27
557017,868,48
557018,382,97
557019,531,73
557020,868,43
557022,10,78
557023,89,76
557024,466,28
557025,610,28
557026,89,51
557027,233,41
557029,889,48
557030,233,39
557031,826,41
557032,89,59
557033,871,78
557034,610,28
557035,89,51
557036,280,96
557037,868,47
557038,777,93
557039,89,69
557040,484,100
557041,89,56
557042,178,86
557043,233,37
557044,843,33
557045,858,84
557941,811,40
557942,89,62
557943,892,81
557944,610,27
557945,889,53
557946,843,37
557947,881,40
557948,910,58
557949,709,100
557950,233,45
557951,89,49
557952,233,36
557953,843,39
557954,918,68
557955,905,72
557956,191,91
557957,868,48
557958,843,36
557959,843,38
557960,233,32
557961,675,98
557962,89,56
557963,178,88
557964,466,27
557965,881,44
557966,89,64
557967,858,83
557968,610,25
557969,884,71
557970,212,91
557971,246,93
557972,871,78
557973,858,84
557974,484,97
557975,89,64
557976,233,43
557977,233,39
557978,834,45
557979,89,63
557980,233,25
557981,89,76
557982,610,28
557983,89,84
557984,843,35
557985,811,92
557986,897,63
557987,858,82
557988,811,89
557989,790,92
557991,722,95
557992,918,69
557993,233,30
557994,918,68
557995,233,27
557996,897,62
557997,884,69
557998,923,49
557999,918,65
558000,675,95
558001,843,33
558002,910,57
558003,233,29
558004,178,84
558005,811,90
558006,688,94
558007,610,27
558008,89,51
558009,902,44
558010,233,36
558011,89,61
558012,902,47
558013,178,89
558014,89,70
558015,233,31
558016,879,82
558017,918,62
558018,0,72
558020,675,98
558021,0,76
558022,178,88
558023,89,80
558024,89,64
558025,178,85
558026,233,38
558028,897,62
558029,89,82
558031,233,31
558032,233,40
558033,233,29
558034,89,59
558035,843,35
558036,931,60
558037,573,100
558038,897,63
558039,610,24
558040,89,60
558041,884,70
558042,610,28
558044,89,52
558045,178,89
558046,931,60
558047,610,28
558048,910,55
558049,484,100
558051,858,84
558052,675,98
558053,539,100
558054,233,57
558055,918,66
558056,868,48
558057,918,67
558058,884,69
558059,233,37
558060,89,72
558061,212,91
558062,466,29
558063,610,26
558064,826,40
558065,889,53
558066,675,98
558067,724,52
560232,610,31
560233,233,42
560234,868,41
560235,170,93
560237,845,89
560238,89,34
560239,89,47
560240,89,55
560241,89,55
560242,918,66
560243,743,94
560244,466,28
560245,89,77
560246,89,62
560247,233,38
560248,89,78
560249,897,62
560251,777,94
560252,610,26
560253,889,49
560254,709,97
560255,89,63
560256,89,58
560257,703,72
560259,89,85
560260,610,27
560261,233,33
560262,843,37
560264,610,27
560265,52,70
560266,233,35
560267,89,72
560268,847,43
560269,178,89
560270,416,100
560271,847,41
560272,233,37
560273,89,75
560274,233,37
560275,607,99
560276,89,75
560277,610,27
560278,607,100
560279,233,32
560280,905,75
560281,233,27
560282,518,102
560283,843,37
560284,395,99
560285,777,93
560286,89,81
560287,610,29
560288,845,88
560289,607,100
560290,18,28
560291,902,44
560292,89,55
560293,847,44
560294,178,88
560295,89,59
560296,881,41
560297,89,77
560298,843,34
560299,233,38
560300,518,98
560301,89,78
560302,910,55
560303,648,42
560304,233,58
560305,178,88
560306,868,49
560307,233,31
560308,871,77
560309,178,89
560310,641,98
560311,892,80
560312,610,32
560313,89,48
560314,466,27
560315,89,66
560316,233,45
560317,675,91
560318,892,81
560319,89,62
560320,191,92
560321,89,75
560322,89,71
560323,233,36
560324,610,38
560327,843,35
560328,868,51
560329,89,69
560330,897,63
560331,858,81
560332,233,37
560333,918,68
560334,610,27
560335,610,33
560336,89,72
560337,89,81
560338,918,66
560339,610,25
560340,233,35
560341,834,56
560342,811,93
560343,233,38
560344,233,35
560345,610,35
560346,233,33
560347,931,59
560348,233,35
560350,89,80
560351,610,27
560353,466,28
560354,847,44
560355,868,43
560356,843,23
560358,178,82
560359,743,92
560360,233,25
560361,178,87
560362,732,39
560363,233,43
560364,233,35
560365,539,100
560366,89,70
560367,89,79
560369,641,97
560370,89,52
560371,233,43
560372,233,43
560373,871,76
560374,89,81
560375,722,87
560376,233,19
560378,191,95
560379,897,62
560380,450,98
560381,743,92
560382,89,45
560383,89,50
560384,466,28
560385,843,36
560386,233,35
560387,843,40
560388,777,93
560389,178,87
560390,610,31
560391,610,30
560392,826,40
560393,843,38
560394,89,51
560396,868,50
560397,89,60
560398,879,86
560399,905,76
560401,737,41
560402,178,83
560403,845,87
560404,858,83
560405,89,81
560406,607,100
560408,897,61
560771,233,34
560774,156,19
560775,719,98
560776,638,79
560777,434,88
560778,387,77
560779,580,61
560780,722,60
560781,0,81
560782,777,65
560783,73,76
560784,23,76
560785,345,89
560786,20,14
560787,235,99
560788,0,83
560789,0,66
560790,743,64
560791,93,20
560792,0,91
560793,614,66
560794,89,61
560795,790,57
560797,758,81
560798,89,20
560799,89,51
560800,0,28
560801,586,69
560802,233,25
560804,4,67
560805,669,62
560806,832,57
560807,233,39
560808,610,71
560809,662,73
560810,703,61
560811,34,18
560812,567,64
560814,34,24
560815,703,61
560816,444,35
560817,630,103
560819,973,47
560820,0,59
560821,824,52
560822,73,62
560823,478,36
560824,89,67
560825,648,49
560826,525,37
560828,656,56
560829,546,43
560830,10,68
560831,169,31
560832,89,91
560833,394,43
560834,201,85
560835,669,77
560836,233,29
560837,675,72
560838,201,94
560839,504,52
560840,89,28
560841,122,19
560842,610,11
560844,89,36
560845,824,4
560846,740,46
560847,233,23
560848,737,57
560849,326,42
560850,436,42
560851,610,41
560853,36,96
560854,233,46
560855,777,59
560856,610,57
560857,233,62
560858,65,93
560859,34,67
560860,473,102
560861,0,40
560862,233,19
560863,2,80
560864,651,97
560865,233,16
560866,766,74
560868,732,72
560869,889,51
560870,233,57
560871,381,13
560872,675,67
560873,89,96
560874,175,74
560875,233,27
560876,884,37
560877,952,23
560878,233,23
560879,512,36
560880,89,23
560881,753,97
560882,690,70
560883,89,56
560884,34,26
560885,651,54
560886,610,47
560887,703,60
560888,415,38
560889,20,20
560890,620,77
560891,0,23
560892,610,30
560894,89,33
560895,829,64
560896,724,14
560897,0,61
560898,34,39
560899,628,72
560900,89,18
560901,246,68
560902,89,28
560903,811,58
560905,2,74
560906,779,77
560907,238,73
560908,832,61
560909,604,79
560910,664,55
560911,779,71
560912,610,55
560913,596,82
560914,394,45
560915,0,60
560916,222,78
560917,554,40
560918,178,53
560919,630,57
560920,264,74
560921,656,57
560922,0,29
560923,47,75
560924,233,26
560925,272,77
560926,610,27
560927,622,32
560928,52,78
560929,233,61
560930,538,57
560931,688,60
560932,233,44
560933,764,67
560935,565,76
560936,803,54
560937,466,36
560938,34,48
560939,154,92
560940,620,67
560942,408,80
560944,233,65
560945,533,40
560946,233,38
560947,89,62
560948,926,42
560949,67,22
560950,178,47
560951,436,48
560952,580,47
560953,0,83
560954,813,69
560955,748,58
560956,89,28
560957,2,69
560958,0,19
560959,89,38
560960,601,48
560961,512,43
560962,620,72
560963,15,85
560965,610,60
560966,756,67
560967,0,32
560968,2,89
560970,879,58
560971,5,75
560972,696,68
560973,65,92
560974,698,77
560975,381,44
560976,2,79
560977,80,20
560978,206,8
560979,233,39
560980,233,28
560981,47,31
560982,643,41
560984,285,78
560986,89,69
560987,484,78
560988,646,65
560989,230,77
560990,233,26
560991,0,85
560992,20,26
560995,193,107
560996,719,75
560997,233,30
560998,610,27
561000,449,50
561001,580,66
561002,0,63
561004,298,87
561005,1020,23
561006,300,19
561007,610,42
561008,879,50
561009,766,94
561010,89,75
561011,596,96
561012,233,58
561013,89,56
561014,610,55
561015,677,99
561016,617,83
561017,0,58
561018,766,88
561019,89,27
561020,178,31
561021,423,40
561025,233,20
561027,340,79
561028,719,107
561029,89,68
561030,664,98
561032,463,67
561033,10,25
561034,724,86
561035,178,89
561036,183,75
561037,863,33
561039,470,50
561040,89,39
561041,4,75
561042,2,78
561043,719,38
561044,722,57
561045,89,17
561046,178,59
561047,876,18
561048,269,92
561049,625,76
561050,89,74
561051,0,77
561052,233,26
561053,0,17
561054,233,57
561055,65,72
561056,65,73
561057,216,28
561058,10,77
561059,322,19
561060,89,38
561061,0,20
561062,753,25
561063,89,76
561064,18,65
561065,620,75
561066,146,85
561067,504,45
561068,86,70
561069,233,12
561070,233,26
561071,89,16
561072,449,51
561073,468,88
561074,0,79
561076,89,40
561077,450,79
561078,628,74
561079,60,15
561080,39,83
561081,643,98
561082,664,59
561083,0,66
561084,26,71
561085,233,8
561086,0,67
561087,913,44
561088,790,57
561089,4,75
561090,222,92
561091,610,48
561092,68,58
561093,764,67
561094,12,87
561095,779,77
561096,125,111
561097,264,73
561098,690,50
561099,369,73
561101,233,30
561102,23,78
561103,491,37
561104,301,69
561105,0,92
561106,2,83
561107,178,26
561108,233,50
561109,233,54
561110,512,45
561111,146,93
561112,233,49
561113,476,111
561114,233,35
561115,135,25
561116,0,28
561117,402,42
561118,402,42
561119,60,65
561120,193,5
561121,596,110
561122,753,102
561123,610,50
561124,233,36
561125,607,67
561126,233,55
561127,538,49
561128,0,106
561129,0,71
561130,146,84
567616,68,31
567618,233,60
567620,243,84
567621,730,65
567622,444,35
567623,233,70
567624,593,88
567625,347,45
567627,554,108
567629,499,38
567630,675,62
567633,0,67
567634,57,93
567635,580,59
567636,233,19
567638,554,77
567639,470,55
567640,486,48
567641,10,60
567642,2,62
567643,701,45
567644,622,96
567645,233,26
567646,353,70
567649,233,77
567650,193,11
567651,49,93
567652,615,69
567653,298,66
567654,49,15
567655,504,59
567656,533,51
567658,89,69
567660,610,48
567661,52,65
567662,41,103
567663,233,20
567664,415,46
567666,360,49
567669,465,60
567670,91,86
567671,717,73
567672,31,67
567676,89,70
567677,610,6
567678,777,69
567679,601,82
567681,279,39
567683,20,32
567684,879,43
567685,434,67
567686,355,42
567687,233,10
567688,62,12
567690,360,54
567691,114,29
567693,675,65
567694,620,66
567695,360,44
567696,233,74
567697,12,78
567698,68,33
567699,141,64
567701,5,18
567702,648,71
567703,28,83
567704,609,68
567705,233,46
567706,499,109
567707,18,40
567708,533,57
567710,709,64
567711,478,88
567712,664,52
567713,580,58
567714,31,68
567715,256,57
567716,596,41
567718,368,43
567725,10,94
567726,376,104
567727,267,49
567728,646,59
567730,491,81
567731,65,73
567732,89,24
567733,233,59
567734,233,23
567735,15,79
567736,141,5
567737,466,55
567738,89,68
567739,499,49
567740,466,49
567741,123,23
567742,533,42
567743,91,83
567744,703,80
567745,567,73
567746,0,86
567747,18,53
567748,347,31
567749,233,62
567750,601,88
567751,531,65
567752,512,48
567753,703,80
567754,554,58
567755,89,22
567756,178,29
567757,429,91
567758,499,49
567759,178,41
567760,44,71
567761,34,16
567762,233,22
567763,580,58
567764,31,69
567765,714,50
567766,612,63
567767,410,30
567769,89,22
567770,169,39
567771,233,62
567772,233,20
567773,23,84
567774,578,68
567775,89,83
567776,12,63
567777,667,62
567778,89,53
567779,659,55
567780,843,7
567781,5,84
567782,858,10
567783,31,66
567784,575,58
567785,685,77
567786,141,79
567787,709,63
567788,322,53
567789,703,82
567790,233,17
567791,429,69
568953,910,57
568954,89,63
568955,601,43
568956,89,55
568957,845,87
568958,466,25
568959,233,43
568960,89,67
568961,89,62
568962,178,83
568966,897,62
568967,178,90
568968,709,96
568969,743,96
568970,233,37
568971,89,41
568972,843,34
568973,580,51
568974,233,28
568975,466,27
568976,280,96
568977,233,33
568978,89,56
568979,233,39
568980,178,87
568981,884,68
568982,573,100
568983,824,84
568984,89,67
568985,233,31
568986,89,65
568987,607,98
568988,811,91
568989,654,72
568990,610,29
568991,918,65
568992,858,82
568994,89,79
568995,892,81
568996,858,80
568997,832,58
568998,892,82
568999,89,66
569000,610,25
569001,610,24
569002,843,37
569003,871,71
569006,610,29
569007,233,31
569008,610,29
569010,798,60
569011,610,27
569012,843,36
569013,641,72
569014,931,61
569015,233,39
569016,89,63
569017,845,87
569018,89,67
569019,89,66
569020,89,67
569021,871,71
569022,89,69
569023,610,28
569024,843,38
569025,12,76
569026,188,82
569027,889,53
569028,178,88
571240,89,60
571244,89,70
571259,466,28
571261,610,30
571283,89,53
571291,610,28
571292,607,100
571299,610,30
571302,416,98
571306,884,70
571318,905,74
571325,808,59
571326,897,62
571327,277,83
571328,233,34
571329,518,101
571330,348,97
571331,876,57
571332,620,72
571333,89,56
571334,348,98
571335,89,69
571336,233,40
571337,233,29
571338,178,85
571339,233,55
571340,811,92
571341,191,93
571342,843,40
571343,811,91
571344,102,86
571345,879,87
571346,610,27
571347,610,27
571348,573,98
571349,136,88
571350,826,41
571351,709,97
571352,777,94
571353,348,98
571354,233,44
571355,610,27
571356,892,79
571357,876,62
571358,233,40
571359,416,100
571360,552,97
571361,539,100
571362,709,97
571363,871,75
571364,610,29
571365,847,42
571366,233,40
571367,89,60
571368,89,62
571369,233,33
571370,824,86
571371,89,77
571372,89,56
571373,233,33
571374,855,59
571375,298,77
573535,410,23
573536,89,71
573537,89,31
573538,845,50
573539,81,44
573540,12,40
573542,282,91
573543,0,43
573544,847,41
573545,75,107
573546,233,28
573547,46,29
573548,227,98
573549,89,69
573550,609,46
573551,536,65
573552,233,56
573554,277,77
573555,497,67
573556,622,76
573557,376,17
573558,466,55
573559,423,37
573560,575,27
573562,858,37
573564,233,39
573565,233,24
573566,12,75
573567,596,21
573568,617,20
573569,306,66
573570,879,30
573571,769,89
573572,23,71
573573,371,89
573574,706,33
573575,230,72
573576,434,76
573577,240,106
573578,233,38
573579,575,53
573580,89,27
573581,609,70
573582,777,61
573583,233,46
573584,25,94
573585,89,53
573587,233,50
573588,233,62
573589,233,51
573590,368,30
573591,515,76
573592,601,67
573593,78,80
573594,790,89
573595,233,57
573596,89,57
573597,709,64
573598,680,63
573599,520,45
573600,159,94
573602,0,60
573603,89,67
573604,86,8
573605,599,62
573606,80,30
573607,18,30
573608,575,54
573609,0,50
573610,610,59
573611,643,97
573612,7,93
573613,575,42
573614,609,73
573615,499,52
573616,596,78
573617,0,66
573618,0,50
573619,0,85
573620,900,42
573621,360,48
573622,512,49
573623,12,81
573624,638,54
573625,643,88
573626,243,74
573627,233,58
573628,233,30
573629,123,81
573630,356,62
573631,10,49
573632,89,74
573633,567,67
573634,233,47
573635,86,70
573636,853,57
573637,685,106
573638,7,99
573639,612,61
573640,677,97
573642,5,40
573644,610,29
573645,769,49
573646,233,3
573647,89,59
573648,28,90
573649,222,80
573650,81,58
573651,5,55
573653,25,38
573654,484,69
573655,52,69
573656,23,108
573657,654,64
573658,368,25
573659,89,89
573660,866,46
573662,201,78
573663,610,51
573665,89,78
573666,381,33
573667,91,89
573668,219,12
573669,620,73
573671,83,99
573673,630,32
573674,10,55
573675,292,35
573676,120,73
573677,447,75
573678,342,4
573679,18,72
573680,38,35
573681,83,92
573682,466,50
573683,347,29
573684,575,46
573685,18,60
573686,520,102
573687,107,60
573688,743,86
573691,311,77
573692,151,117
573693,0,52
573694,586,66
573695,622,73
573696,609,79
573698,233,53
573699,630,42
573700,233,72
573701,89,89
573702,233,59
573703,473,90
573704,764,75
573705,722,61
573706,80,22
573707,478,36
573708,0,80
573709,669,63
573710,233,61
573711,588,81
573712,714,51
573713,559,64
573714,31,62
573716,10,67
573718,345,110
573719,413,76
573720,240,100
573721,23,80
573722,233,56
573723,0,96
573724,36,85
573726,533,44
573727,233,27
573728,630,66
573729,0,56
573730,89,81
573731,512,56
573732,89,42
573733,735,59
573734,612,69
573735,44,67
573736,295,99
573737,361,67
573738,696,65
573739,989,23
573740,20,115
573741,758,35
573742,33,108
573743,34,79
573744,117,10
573745,610,53
573746,680,61
573747,546,55
573748,390,62
573749,358,94
573750,554,40
573757,233,64
573759,93,32
573760,114,29
573761,575,49
573762,614,60
573763,206,99
573764,853,55
573765,843,9
573766,743,59
573767,0,51
573768,696,66
573769,337,89
573770,233,55
573771,2,65
573773,170,59
573774,748,44
573775,415,50
573776,34,10
573777,233,73
573778,505,68
578350,682,10
