# ids,rot_voxel,cube_x,cube_y,cube_z
428724,204,3,6,3
428727,204,3,6,3
428728,204,4,6,3
428729,204,3,6,3
463869,204,3,6,2
463995,204,3,6,3
533540,204,3,6,3
628560,204,4,6,3
647928,204,3,6,3
670685,204,4,6,3
670745,204,3,6,4
670752,204,3,6,2
670784,204,3,5,3
885582,204,4,6,3
885597,204,3,6,4
105287,205,4,6,2
428800,205,3,5,4
463989,205,4,6,3
506640,205,3,6,3
593084,205,4,6,3
670721,205,3,6,4
670736,205,3,6,3
709367,205,3,6,3
844237,205,3,6,2
853372,205,4,6,3
853382,205,4,5,3
105291,206,3,6,3
173948,206,4,5,3
173967,206,4,6,3
670680,206,4,6,3
670758,206,3,5,3
670766,206,4,5,3
670775,206,4,6,3
670776,206,4,6,3
105295,207,3,6,4
147160,207,4,6,3
173970,207,4,6,4
173985,207,3,6,4
225745,207,4,5,3
225768,207,3,5,4
463848,207,4,5,3
463867,207,3,6,3
463882,207,4,5,4
463887,207,3,6,3
463961,207,4,5,4
463991,207,4,6,3
506638,207,4,5,3
533503,207,4,6,3
533603,207,4,5,3
670678,207,4,6,3
956586,207,4,6,3
105296,208,4,6,4
132075,208,4,6,3
132104,208,4,6,3
166758,208,4,6,3
463829,208,4,5,3
463831,208,4,6,3
849337,208,3,6,3
849343,208,3,6,3
849345,208,4,6,3
849365,208,4,6,2
885477,208,3,5,3
105297,209,4,6,3
147126,209,4,6,3
147135,209,3,6,3
173923,209,4,6,3
173950,209,3,6,3
173952,209,4,6,3
173963,209,3,6,4
511016,209,4,6,3
533518,209,4,6,3
628533,209,4,6,2
628548,209,3,6,3
628556,209,4,6,3
628558,209,3,6,4
628565,209,4,6,3
670708,209,3,6,3
885589,209,4,6,3
105301,210,4,5,3
463895,210,4,6,3
463928,210,4,6,4
463932,210,4,6,3
463999,210,3,6,3
464029,210,2,6,4
464036,210,4,6,3
844154,210,3,6,3
105302,211,4,6,3
165639,211,2,6,4
165640,211,4,6,3
165653,211,4,6,3
166761,211,3,6,3
166765,211,4,6,4
511069,211,4,6,3
560798,211,4,6,4
561019,211,4,6,3
714746,211,3,6,4
105305,212,4,6,2
165689,212,3,6,4
166676,212,4,6,3
175296,212,4,6,4
105306,213,4,6,3
463925,213,3,6,4
628491,213,4,6,2
628500,213,4,6,4
628514,213,4,6,3
878819,213,4,6,4
895899,213,4,6,3
105307,214,3,5,3
463920,214,4,5,2
463922,214,4,6,4
463929,214,4,6,2
463931,214,4,6,3
105644,215,4,6,3
130110,215,4,6,4
130112,215,4,6,3
130114,215,3,5,3
143288,215,3,6,2
146964,215,5,5,2
165764,215,3,6,3
165766,215,3,6,3
165774,215,5,5,2
165782,215,3,6,3
165887,215,3,5,3
165968,215,4,6,2
165995,215,3,5,3
165999,215,3,6,2
173216,215,3,6,2
193487,215,4,5,2
203206,215,4,5,3
203483,215,4,5,3
203499,215,4,5,2
203699,215,4,5,3
225497,215,4,5,3
227671,215,4,5,3
267791,215,4,5,3
267800,215,3,5,3
296176,215,4,5,2
296187,215,3,5,3
296200,215,4,5,3
313022,215,4,5,2
333405,215,4,5,2
339119,215,3,5,3
350840,215,4,5,2
351290,215,4,5,2
351303,215,4,5,2
352388,215,4,6,3
378555,215,3,5,2
378616,215,4,5,3
378621,215,4,6,3
378623,215,4,5,2
378625,215,3,5,3
378638,215,4,5,2
378762,215,4,5,3
409370,215,4,5,3
409436,215,4,5,2
446163,215,4,5,3
446166,215,4,5,2
446178,215,4,5,3
459647,215,4,5,3
465921,215,4,5,2
469894,215,4,5,3
475101,215,3,5,3
475342,215,3,5,3
475344,215,4,5,2
475345,215,4,5,3
475375,215,4,5,3
481344,215,4,5,3
517159,215,4,5,3
517168,215,3,5,3
571339,215,4,5,2
571346,215,3,5,3
571371,215,4,6,2
573554,215,3,6,3
585004,215,3,6,3
601320,215,2,6,3
609575,215,3,6,3
637529,215,3,6,3
655213,215,3,6,3
692232,215,3,6,3
724140,215,3,6,3
724156,215,3,6,3
737852,215,3,6,5
749083,215,3,6,3
754845,215,4,6,2
822958,215,4,6,2
831507,215,5,6,1
847512,215,3,6,4
847621,215,3,5,3
847625,215,3,6,3
847631,215,3,5,3
852784,215,3,6,3
852909,215,3,6,3
890605,215,3,6,3
899930,215,3,6,3
924352,215,3,6,3
927533,215,5,5,3
936204,215,4,5,3
940133,215,3,5,3
977582,215,2,6,4
977594,215,3,6,3
977596,215,3,6,3
977604,215,3,6,3
977606,215,3,6,3
977616,215,3,5,3
977621,215,3,6,3
105645,216,3,5,3
105648,216,3,7,3
143198,216,3,5,3
143204,216,2,6,3
147574,216,4,6,3
147587,216,3,5,3
147599,216,3,5,3
147701,216,4,5,2
147812,216,3,5,2
147824,216,4,5,2
192206,216,3,5,2
192227,216,3,5,3
193415,216,3,5,2
228900,216,4,6,2
273507,216,3,5,3
273522,216,4,5,2
343431,216,3,5,3
409421,216,4,5,3
412041,216,4,5,3
412076,216,4,5,3
412079,216,4,5,3
412082,216,3,5,2
422179,216,4,5,2
422188,216,4,5,2
709525,216,3,5,2
720404,216,4,5,2
749078,216,3,5,2
881002,216,1,5,3
881004,216,3,5,2
881010,216,4,5,2
881012,216,4,6,2
881013,216,3,5,2
881014,216,3,5,3
881015,216,3,5,2
881016,216,3,5,2
881017,216,4,5,3
105650,217,4,5,2
737811,217,4,5,3
737873,217,3,5,2
749082,217,4,5,2
794898,217,3,5,3
105652,218,3,5,3
147902,218,4,5,2
532845,218,4,5,3
881904,218,4,5,2
105653,219,3,5,2
147880,219,4,5,2
225561,219,3,5,3
225562,219,3,5,2
105654,220,4,5,2
147894,220,3,5,2
701589,220,3,5,2
749079,220,3,5,3
881887,220,3,6,3
881918,220,3,6,2
105655,221,3,5,3
147879,221,3,6,3
147893,221,3,7,3
147904,221,5,5,2
148018,221,4,5,2
225581,221,4,5,3
225585,221,5,6,2
749061,221,4,5,2
105657,222,3,5,2
108864,222,4,5,2
125817,222,1,5,3
141605,222,3,5,3
147578,222,3,6,4
147581,222,3,6,3
147582,222,4,5,3
147583,222,2,5,3
147588,222,3,5,3
147595,222,3,5,3
147596,222,4,6,3
147600,222,5,5,3
147601,222,4,5,2
147609,222,4,6,2
147681,222,4,6,3
147683,222,4,6,2
147687,222,3,6,3
147705,222,3,5,2
147878,222,3,5,2
147915,222,3,5,2
147924,222,3,6,3
147992,222,3,6,4
148008,222,3,5,3
148016,222,3,5,3
148019,222,5,5,3
192225,222,5,5,2
202597,222,5,5,3
225605,222,4,5,2
272164,222,4,5,2
273525,222,3,6,3
343230,222,3,5,3
409287,222,3,6,4
409290,222,3,4,4
409409,222,3,6,3
409410,222,2,6,3
409417,222,3,6,2
409418,222,4,6,3
409444,222,2,6,2
422140,222,3,6,2
422178,222,3,6,2
422184,222,3,6,3
446185,222,3,6,2
447332,222,3,6,3
447337,222,3,6,3
447390,222,3,6,2
468005,222,3,6,2
468014,222,2,6,2
534395,222,3,6,2
701639,222,4,6,3
701648,222,3,6,3
701669,222,3,6,3
701671,222,4,6,2
701686,222,4,6,2
737618,222,3,6,3
737711,222,3,6,3
737732,222,3,6,2
737870,222,3,6,3
749064,222,4,6,2
749066,222,4,6,2
749069,222,3,6,3
749070,222,3,6,2
749080,222,3,6,2
852641,222,4,6,2
852642,222,4,6,3
852643,222,3,6,3
852919,222,4,6,2
881914,222,4,6,2
962701,222,3,5,3
105658,223,4,6,2
105668,223,3,6,2
125970,223,3,6,3
186136,223,2,6,2
220188,223,3,6,3
220203,223,4,6,2
225530,223,2,6,4
312894,223,3,6,3
312899,223,4,6,3
313000,223,3,6,3
313002,223,3,6,2
319652,223,4,6,3
319667,223,2,6,4
319912,223,3,6,2
343353,223,3,7,3
343368,223,3,7,3
343384,223,4,7,2
343398,223,3,7,3
343502,223,4,7,2
367268,223,5,7,3
367303,223,2,7,4
378576,223,2,7,4
481214,223,4,7,3
672833,223,3,7,3
749046,223,4,7,2
831574,223,2,7,3
849792,223,3,7,2
921350,223,3,7,3
981483,223,4,7,1
981576,223,3,7,3
105662,224,4,7,2
105681,224,3,7,3
147568,224,3,7,2
147573,224,3,7,4
147611,224,3,7,4
147685,224,3,7,4
147813,224,4,7,3
147819,224,2,7,3
147820,224,3,7,4
147822,224,4,7,2
147883,224,4,7,2
147887,224,2,7,3
173082,224,3,7,4
192209,224,3,7,3
238431,224,2,7,4
272132,224,4,7,2
273521,224,5,7,2
273523,224,3,7,3
273611,224,3,7,2
343227,224,3,7,2
377600,224,3,7,3
409296,224,3,7,3
409297,224,3,7,2
409298,224,4,7,2
409305,224,3,7,2
409419,224,3,7,3
573567,224,3,7,2
701642,224,3,7,2
736952,224,2,7,3
737721,224,3,7,3
749075,224,3,7,2
749085,224,3,7,3
801310,224,3,7,2
852644,224,3,7,2
852654,224,2,7,2
852813,224,3,7,2
852847,224,3,7,2
852885,224,3,7,2
852903,224,3,7,2
881895,224,3,7,2
881916,224,3,7,2
881917,224,3,7,2
899904,224,3,7,2
962703,224,4,7,2
105664,225,3,7,2
136505,225,3,7,3
203533,225,3,7,2
238460,225,3,7,2
313004,225,3,7,2
356525,225,3,7,2
671719,225,3,5,1
105665,226,4,7,2
147846,226,3,7,3
376571,226,3,6,3
586872,226,3,7,2
609621,226,3,7,2
936198,226,4,7,3
105671,227,4,7,3
479623,227,3,7,3
534352,227,4,7,2
541438,227,3,7,3
105680,228,4,7,3
147803,228,4,7,2
624878,228,3,7,3
701649,228,3,7,3
852728,228,3,7,2
881883,228,3,7,3
881896,228,4,7,2
962696,228,3,7,3
105682,229,4,7,2
376634,229,3,7,3
479621,229,4,7,4
541426,229,4,7,2
541429,229,3,7,4
541532,229,4,7,3
541533,229,3,7,3
541557,229,4,7,2
105694,230,3,7,3
143423,230,3,7,4
534280,230,4,7,2
701529,230,3,7,3
105699,231,3,7,3
105728,231,3,7,3
240084,231,5,7,2
267781,231,3,7,3
273535,231,3,7,3
409424,231,3,6,3
447258,231,3,7,3
468050,231,5,7,2
534393,231,3,7,3
573581,231,4,7,2
591712,231,2,7,3
624815,231,4,7,2
624823,231,2,7,3
624824,231,3,6,3
624877,231,3,7,2
881777,231,3,7,3
881885,231,4,6,2
105709,232,5,6,2
105750,232,3,6,3
123452,232,3,6,2
125903,232,2,7,2
147842,232,2,6,3
296194,232,4,7,3
296204,232,3,6,4
296220,232,3,6,3
541491,232,3,6,3
541546,232,3,6,3
609581,232,3,7,2
655269,232,3,6,2
709504,232,4,6,3
751023,232,3,7,3
787067,232,3,7,3
924326,232,3,7,3
105714,233,3,7,3
105716,233,3,6,2
165803,233,3,6,2
193512,233,3,6,3
737687,233,2,6,2
852657,233,3,6,3
105715,234,4,6,3
105729,234,4,6,3
105746,234,3,6,3
173381,234,3,6,3
173391,234,2,6,3
307910,234,3,6,3
603803,234,3,6,3
737715,234,3,7,2
881815,234,3,6,3
962642,234,3,6,3
105718,235,3,6,2
125906,235,3,6,2
130086,235,3,6,3
132402,235,3,7,2
143342,235,4,6,2
165299,235,3,7,3
165303,235,4,7,3
165852,235,3,6,3
165856,235,3,7,3
173367,235,3,6,3
181704,235,4,7,2
182902,235,2,6,4
193442,235,3,6,3
202572,235,4,6,3
228455,235,3,6,3
228478,235,4,6,3
228528,235,3,6,3
229434,235,2,6,3
240058,235,3,6,3
268914,235,3,7,3
287947,235,3,7,3
313036,235,2,6,3
350833,235,2,7,3
350844,235,3,6,3
352425,235,3,7,3
356555,235,2,6,4
376638,235,3,7,3
376719,235,3,6,3
377641,235,2,7,3
378614,235,2,6,3
451274,235,3,6,3
459466,235,2,6,3
459474,235,3,7,3
464047,235,3,6,3
465917,235,2,6,3
465935,235,3,6,3
469884,235,2,6,3
475387,235,3,6,3
479626,235,3,6,4
481217,235,2,7,4
481243,235,3,7,4
481318,235,4,6,3
534345,235,3,6,4
557949,235,3,6,3
560316,235,2,6,3
571336,235,3,6,2
573634,235,3,7,3
586623,235,3,6,3
586625,235,3,6,3
586876,235,3,7,2
609346,235,3,7,2
609403,235,4,6,2
637447,235,3,6,3
637509,235,3,6,3
671562,235,2,7,2
671624,235,3,6,3
671734,235,3,6,4
671740,235,3,6,3
671755,235,3,6,4
672821,235,3,6,2
688591,235,3,6,3
688626,235,2,6,3
720327,235,4,6,3
724148,235,3,6,2
724150,235,4,6,3
757286,235,3,7,3
831499,235,3,6,2
847518,235,4,6,3
892061,235,5,6,2
896231,235,3,6,3
896239,235,4,6,3
896356,235,2,6,3
899932,235,3,6,3
914803,235,2,6,4
927300,235,3,6,3
927366,235,3,6,3
940287,235,3,6,3
958279,235,4,6,3
977572,235,3,6,3
983690,235,3,6,3
983708,235,3,6,3
983749,235,4,6,3
105720,236,3,7,3
105722,236,3,6,3
125900,236,3,6,3
136556,236,3,6,3
176446,236,2,6,3
212119,236,3,6,4
212121,236,2,6,4
356577,236,2,6,4
461475,236,2,6,4
479649,236,2,6,3
655149,236,3,7,3
105724,237,2,6,3
105726,237,2,6,4
105732,237,2,6,3
105764,237,2,6,4
141628,237,2,6,3
143092,237,3,6,4
143252,237,2,6,4
143283,237,3,6,4
147852,237,3,6,3
165769,237,2,6,4
165770,237,2,6,4
165783,237,2,6,4
165861,237,2,6,4
165873,237,2,6,5
165964,237,2,6,3
165965,237,2,6,4
173135,237,2,6,4
173182,237,2,6,4
173457,237,2,6,3
177696,237,2,6,4
177804,237,3,6,4
202573,237,3,6,3
202599,237,2,7,3
203503,237,2,7,3
203515,237,2,6,4
272199,237,3,6,4
296216,237,3,6,3
307721,237,2,6,3
312859,237,2,6,4
313044,237,3,6,4
328078,237,2,6,5
355122,237,4,7,3
378630,237,3,6,3
415796,237,3,7,2
415835,237,3,7,3
422206,237,4,6,3
446180,237,4,6,3
447339,237,4,6,2
447342,237,3,6,3
447345,237,3,6,3
462330,237,3,6,3
468292,237,3,7,2
469892,237,3,6,2
469902,237,3,6,3
557998,237,3,6,3
586601,237,3,6,2
609342,237,4,7,2
609350,237,3,6,3
612907,237,3,6,2
624796,237,4,6,3
624798,237,3,6,2
624799,237,3,6,3
624804,237,4,6,3
624813,237,3,6,3
637483,237,3,7,2
671596,237,4,6,3
671727,237,3,6,3
672770,237,3,6,3
688540,237,3,6,3
692219,237,3,6,2
724136,237,3,6,2
729719,237,4,6,3
736901,237,3,3,2
737767,237,3,6,3
737872,237,2,6,3
787070,237,3,6,4
787071,237,2,7,3
835565,237,3,7,2
835575,237,3,6,3
835688,237,4,6,3
838531,237,2,7,2
847609,237,2,6,4
852673,237,3,7,3
852682,237,3,6,3
852789,237,2,6,2
852906,237,3,6,4
852917,237,3,6,3
881783,237,4,7,2
890602,237,2,7,2
890603,237,2,6,3
896370,237,3,7,3
914153,237,4,6,4
924342,237,4,7,3
927514,237,4,7,3
940201,237,3,7,3
977608,237,4,7,3
105725,238,4,7,3
186013,238,4,7,3
475446,238,4,6,2
615045,238,3,6,4
105733,239,3,0,2
143278,239,3,1,2
272135,239,3,0,2
307707,239,3,0,2
508385,239,3,0,2
701596,239,2,0,2
737829,239,3,1,2
803921,239,4,0,1
881779,239,3,1,2
881786,239,5,1,1
881787,239,5,1,1
881795,239,3,1,2
881798,239,3,1,1
881799,239,3,1,2
890643,239,3,0,1
968034,239,3,0,1
105738,240,3,6,2
105748,240,4,6,3
105759,240,3,6,3
105760,240,4,6,3
105761,240,3,6,3
165785,240,3,6,4
165798,240,3,6,3
173419,240,3,6,3
193402,240,2,6,3
193477,240,3,5,3
223930,240,4,6,2
296208,240,3,6,3
307914,240,3,6,3
355059,240,3,5,3
356776,240,3,5,3
447262,240,4,5,3
465903,240,4,5,3
465929,240,4,5,3
541547,240,3,5,3
545936,240,4,5,3
591692,240,3,5,3
624783,240,4,5,4
624811,240,5,5,3
671761,240,4,5,2
737741,240,3,6,3
737814,240,4,5,3
737824,240,3,5,3
737833,240,4,5,3
801324,240,3,5,3
822992,240,4,5,3
835684,240,4,5,3
852676,240,3,5,3
890606,240,3,5,3
105743,241,4,5,3
147567,241,4,5,3
165802,241,3,5,3
173505,241,4,6,3
193401,241,4,5,3
238401,241,3,6,3
273509,241,3,6,3
273510,241,4,5,3
415799,241,4,5,3
468089,241,3,5,2
612918,241,4,6,3
624788,241,4,5,3
624805,241,3,5,3
624876,241,4,5,3
737836,241,4,5,3
787066,241,3,5,3
787068,241,4,6,3
852655,241,3,5,3
852783,241,4,5,3
890593,241,4,5,3
105751,242,3,5,3
105752,242,4,5,3
108873,242,5,5,3
108930,242,3,6,3
108977,242,2,6,3
123368,242,3,6,3
123412,242,2,6,4
125880,242,4,6,3
125882,242,2,5,3
125889,242,4,6,3
126010,242,3,6,3
132377,242,4,6,3
132405,242,2,6,4
136603,242,3,6,3
136619,242,3,6,3
136633,242,4,5,3
136635,242,3,6,3
136641,242,3,5,2
143402,242,2,5,3
143407,242,4,6,2
143444,242,2,6,2
143455,242,3,6,2
143471,242,3,5,3
143481,242,4,5,2
165307,242,4,5,2
165399,242,4,5,2
165719,242,3,5,1
165963,242,2,4,2
165967,242,3,5,2
165972,242,2,4,2
173332,242,3,5,2
173453,242,2,5,2
175055,242,3,5,2
175057,242,2,4,2
175059,242,3,5,2
175060,242,2,4,3
176424,242,3,5,2
176428,242,3,5,2
176440,242,2,4,2
176443,242,2,5,3
176448,242,2,5,3
177772,242,3,5,2
186198,242,3,4,2
186200,242,2,4,2
186205,242,3,5,2
186213,242,3,5,2
186215,242,4,5,2
186219,242,3,5,2
186221,242,2,4,2
186232,242,3,5,2
186243,242,2,4,2
186245,242,3,5,2
186250,242,2,4,2
193426,242,2,5,2
193440,242,2,5,2
193476,242,2,5,2
193496,242,3,5,2
223881,242,2,4,2
227709,242,2,4,2
227729,242,2,4,2
227733,242,3,5,2
227737,242,2,5,2
238773,242,3,7,4
240054,242,3,6,4
244765,242,3,6,4
244775,242,4,7,4
268940,242,3,7,4
287935,242,3,7,4
287941,242,3,7,4
287954,242,3,7,3
287960,242,4,7,3
296222,242,3,7,4
307832,242,3,7,3
313050,242,2,7,4
319826,242,3,7,3
327961,242,3,7,3
328064,242,6,6,5
343468,242,5,7,5
355050,242,5,6,5
355066,242,4,6,5
356586,242,5,6,5
356633,242,5,7,5
356637,242,5,7,5
356682,242,5,7,5
356724,242,5,6,5
356785,242,5,6,5
356788,242,5,6,6
356789,242,5,6,5
356791,242,5,7,6
363045,242,5,7,4
376713,242,4,6,5
377633,242,6,7,4
377672,242,5,6,4
377679,242,4,6,5
378716,242,5,7,4
381984,242,4,6,5
382066,242,6,7,4
383724,242,5,6,4
391116,242,4,6,5
412025,242,5,6,5
421597,242,5,6,5
451272,242,5,7,4
459575,242,6,6,4
459636,242,5,6,5
465904,242,5,7,4
474918,242,4,6,5
474966,242,5,6,4
475417,242,4,6,5
475492,242,5,7,4
479633,242,4,6,5
481130,242,5,6,4
481132,242,4,6,6
481138,242,5,6,4
481162,242,3,6,5
504309,242,5,7,4
552415,242,4,6,5
579209,242,5,6,4
579240,242,4,6,6
583140,242,4,6,6
584950,242,5,6,4
584979,242,4,6,5
584981,242,5,6,4
584985,242,4,6,5
584995,242,5,6,4
585016,242,4,6,5
609367,242,6,6,4
609612,242,4,6,6
637311,242,5,6,5
637313,242,4,6,6
637315,242,6,6,5
637317,242,4,6,5
655154,242,5,6,5
655175,242,4,7,5
655193,242,4,7,5
686712,242,4,6,6
688403,242,4,6,6
688407,242,5,7,5
688437,242,5,7,5
688519,242,5,7,5
688536,242,5,7,5
688648,242,5,7,5
694675,242,5,7,5
707804,242,5,7,5
709444,242,5,7,5
709447,242,4,7,3
709477,242,3,7,3
714257,242,3,7,3
736890,242,3,7,3
831399,242,2,7,3
841152,242,3,7,3
841180,242,3,7,3
841239,242,3,7,3
849809,242,4,7,3
856774,242,3,7,3
894016,242,3,7,3
896259,242,4,6,3
899922,242,2,7,3
914157,242,2,7,3
917728,242,3,7,3
917768,242,3,7,3
917769,242,2,7,3
917781,242,2,7,3
927307,242,3,7,2
927404,242,4,7,3
927425,242,3,7,3
927435,242,2,7,3
927441,242,2,7,4
927445,242,4,7,3
940265,242,4,7,3
940293,242,2,7,4
940326,242,3,7,3
983750,242,3,7,3
983781,242,4,7,4
105757,243,2,7,3
125837,243,4,7,3
130090,243,3,7,4
130116,243,2,7,3
132391,243,3,7,4
143287,243,4,7,3
143302,243,4,7,4
163874,243,3,7,3
165293,243,3,7,3
165759,243,2,7,3
165786,243,3,7,3
165867,243,3,7,3
165869,243,3,7,4
165891,243,2,7,3
165895,243,3,7,3
165897,243,2,7,4
165903,243,3,7,3
165960,243,3,7,3
177826,243,3,7,3
186204,243,3,7,3
193399,243,2,7,3
193485,243,2,7,3
203489,243,3,7,3
203518,243,3,7,4
203607,243,4,7,3
203611,243,1,6,4
203619,243,2,7,3
203691,243,3,7,4
203701,243,3,7,3
203729,243,2,7,3
245023,243,2,7,3
245035,243,3,7,3
264480,243,3,7,4
267794,243,2,6,2
268942,243,2,7,4
287857,243,3,7,3
296197,243,3,7,3
296209,243,3,7,3
307736,243,2,7,4
307744,243,4,7,3
307748,243,3,7,3
307822,243,3,7,3
307838,243,5,5,1
328051,243,3,7,3
328065,243,3,7,3
351309,243,3,7,3
356795,243,3,7,3
356800,243,3,7,3
377554,243,3,7,3
378558,243,3,7,4
378622,243,3,7,3
378766,243,3,7,3
382480,243,3,7,3
383699,243,3,7,3
383701,243,3,7,3
383713,243,3,7,3
417865,243,3,7,3
417866,243,4,7,3
422157,243,3,7,3
422163,243,4,7,3
446128,243,4,7,3
447562,243,2,7,3
451268,243,3,7,2
451271,243,4,7,3
451280,243,4,7,2
451287,243,3,7,3
451288,243,4,7,2
451289,243,4,7,3
459571,243,3,7,3
459578,243,3,7,3
463071,243,4,7,3
463073,243,4,7,2
465925,243,3,6,4
468062,243,3,7,3
468096,243,3,7,3
468100,243,3,7,3
469886,243,4,7,2
475077,243,4,7,3
475083,243,4,7,3
475085,243,4,7,3
475091,243,4,7,3
475093,243,3,7,2
475343,243,4,7,2
475346,243,4,7,3
481108,243,3,6,3
481250,243,3,7,3
481335,243,4,7,3
481353,243,3,7,3
530678,243,3,6,4
557983,243,4,7,3
571365,243,4,7,3
571369,243,4,7,3
579190,243,4,7,2
579196,243,4,7,2
579204,243,3,6,3
579231,243,4,6,3
609338,243,4,7,3
671585,243,4,7,2
671690,243,4,6,3
692235,243,4,7,2
709461,243,4,6,3
751150,243,3,7,3
754869,243,3,7,3
852777,243,3,6,4
852798,243,3,6,3
852886,243,3,6,3
863001,243,4,6,4
890597,243,3,7,2
896357,243,3,6,4
899912,243,4,6,3
899927,243,4,7,3
924317,243,4,7,3
927522,243,3,7,3
927528,243,4,7,2
977574,243,3,6,4
977576,243,3,6,3
977679,243,4,7,3
977681,243,3,7,2
977685,243,4,6,3
977695,243,2,7,4
977703,243,4,7,2
977707,243,4,7,3
977709,243,3,6,3
977711,243,3,7,3
105758,244,4,7,3
125994,244,4,7,3
132458,244,4,7,3
143472,244,4,7,3
181677,244,3,7,4
181702,244,3,7,4
203417,244,1,6,5
203419,244,1,6,5
203421,244,1,6,5
203423,244,3,6,3
203431,244,3,6,3
203672,244,4,6,3
203675,244,3,6,4
238735,244,3,7,4
264486,244,4,6,3
264493,244,4,6,4
264495,244,3,6,3
264496,244,3,6,4
273544,244,4,6,4
308030,244,3,6,4
308051,244,3,6,3
319812,244,3,7,4
319825,244,3,6,4
348108,244,3,6,3
356610,244,3,6,4
367307,244,4,6,3
367333,244,3,6,3
368177,244,3,6,3
377643,244,4,6,3
377673,244,3,6,3
381985,244,4,7,3
382081,244,4,6,3
382087,244,3,6,3
391181,244,4,6,3
415743,244,3,6,3
417796,244,3,6,3
417883,244,4,6,4
417884,244,3,6,3
421593,244,3,6,3
421613,244,4,6,3
422166,244,3,7,3
469912,244,3,6,4
475321,244,3,6,3
475347,244,3,6,3
481046,244,4,6,3
481343,244,4,6,3
481429,244,2,6,4
585075,244,3,6,3
585077,244,3,6,4
585081,244,3,6,3
585099,244,3,6,3
585103,244,4,6,3
585107,244,4,6,3
585109,244,3,6,3
585115,244,3,6,3
585119,244,3,6,3
585123,244,3,6,3
585901,244,3,6,3
585907,244,3,6,4
585909,244,3,6,3
585911,244,3,7,4
585913,244,3,7,4
585916,244,4,7,4
585918,244,3,7,4
585922,244,4,6,4
585924,244,5,5,3
585930,244,4,6,2
585932,244,4,6,2
585939,244,3,6,3
585943,244,4,6,3
585945,244,3,5,3
585947,244,4,6,2
585949,244,3,5,2
586711,244,5,6,2
586785,244,4,6,3
586790,244,2,6,3
586797,244,3,6,2
586798,244,3,6,2
591551,244,4,6,3
591567,244,4,6,2
591574,244,3,7,3
591601,244,3,6,4
591630,244,3,7,3
591697,244,2,6,4
601298,244,3,7,3
655288,244,3,6,3
655313,244,3,6,4
688430,244,3,6,4
714268,244,3,7,4
720436,244,3,7,4
781793,244,3,6,4
799770,244,3,6,4
799777,244,3,7,3
799786,244,3,7,3
851057,244,3,6,4
856785,244,3,7,4
856889,244,3,7,4
914163,244,3,7,3
927312,244,3,7,4
927329,244,3,6,4
927403,244,4,5,3
927412,244,4,5,3
927453,244,4,5,3
940313,244,4,5,3
981430,244,4,5,3
981452,244,4,6,3
105763,245,4,6,3
143384,245,4,5,2
165912,245,4,5,2
202665,245,4,3,4
223915,245,3,6,3
376679,245,4,5,3
462346,245,4,5,3
517219,245,4,5,3
552399,245,3,6,3
694682,245,4,4,3
983695,245,3,5,3
108820,246,4,6,3
141523,246,4,6,3
165792,246,4,5,2
165794,246,4,6,3
249548,246,4,5,3
881809,246,4,6,3
108825,247,4,6,4
272142,247,4,7,3
296169,247,3,7,3
446150,247,3,7,3
586577,247,4,7,3
586586,247,4,7,3
737749,247,4,7,3
737883,247,4,6,3
108831,248,3,7,3
203511,248,2,7,4
356804,248,3,7,2
415730,248,4,7,3
422201,248,5,7,3
447488,248,5,7,3
468032,248,4,7,3
694389,248,4,7,3
694397,248,4,7,3
701483,248,3,7,3
701701,248,2,7,3
701710,248,3,7,3
701711,248,3,7,3
701712,248,2,7,4
701713,248,4,7,3
701716,248,3,7,3
847796,248,3,7,3
865127,248,4,7,3
962787,248,4,7,3
108833,249,4,7,2
147982,249,4,7,3
273527,249,4,7,3
701651,249,3,7,3
108835,250,3,7,3
136645,250,4,7,3
203215,250,4,7,4
245038,250,4,7,3
351301,250,3,7,3
356609,250,4,3,2
468091,250,3,3,2
474980,250,3,3,1
601326,250,4,3,2
737797,250,3,3,2
737815,250,4,3,2
751126,250,4,3,2
896362,250,4,3,2
927318,250,4,3,2
927335,250,4,3,2
927357,250,3,3,2
108838,251,3,3,2
108932,251,3,3,2
125925,251,4,3,1
143344,251,3,3,2
143400,251,3,3,2
165366,251,3,3,2
173321,251,3,3,2
220281,251,3,3,2
220290,251,3,3,2
228951,251,4,3,2
238416,251,4,3,3
238441,251,3,3,3
245022,251,2,5,5
245045,251,4,3,2
267795,251,4,3,2
272212,251,3,3,1
307750,251,3,3,2
307904,251,3,3,2
308082,251,4,3,1
308086,251,4,2,1
308087,251,4,3,2
308088,251,3,3,2
308094,251,3,3,2
308095,251,3,3,2
308096,251,3,3,1
308098,251,3,3,2
308101,251,3,3,2
308102,251,4,2,2
308104,251,3,3,1
308105,251,4,3,2
308108,251,4,3,2
308109,251,4,3,2
319670,251,3,3,1
319773,251,3,3,2
352367,251,3,3,1
421665,251,2,3,1
447527,251,4,3,2
523832,251,3,3,1
552361,251,3,3,2
579184,251,3,3,1
642755,251,3,3,1
698254,251,3,3,2
698260,251,3,3,2
698263,251,3,3,1
698293,251,4,3,2
720360,251,4,3,2
737700,251,4,3,1
737720,251,4,3,2
737798,251,3,3,2
838537,251,3,3,2
852686,251,4,2,2
852692,251,4,2,1
852696,251,4,3,1
852737,251,3,3,2
865111,251,3,3,1
