# id,sphere,gamma
541474,246,90
541476,225,90
541477,610,32
541478,191,91
541479,191,90
541480,191,90
541482,191,90
541483,191,91
541484,610,30
541485,212,91
541486,610,31
541487,246,93
541488,212,90
541489,610,31
541491,610,30
541492,610,28
541494,246,89
541498,246,89
541499,610,31
541501,610,31
541502,610,32
541505,610,29
541506,610,30
541508,610,29
541509,212,89
541512,610,28
541513,610,33
541514,610,32
541515,610,32
541516,610,31
541517,610,30
541518,610,29
541521,610,34
541522,610,35
541523,610,31
541524,610,31
541525,610,30
541526,610,30
541527,610,30
541528,610,33
541529,610,32
541530,610,31
541531,610,31
541532,610,31
541533,610,30
541534,610,30
541535,610,30
541536,610,31
541537,610,31
541539,225,91
541540,246,90
541541,225,90
541542,259,88
541543,610,31
541544,225,89
541545,610,29
541546,610,30
541547,610,29
541549,610,32
541552,610,32
541557,610,30
541561,610,30
541566,610,30
541568,610,30
541571,610,31
541573,610,31
541576,246,89
541577,610,31
541580,610,31
541582,246,89
541583,610,32
541585,610,33
541588,610,32
541590,610,34
541593,610,32
541596,610,33
541597,610,35
541600,225,92
545934,843,36
545935,610,30
545936,610,29
545937,484,97
545939,847,46
545941,610,33
545942,610,32
545944,450,96
545945,889,52
545947,826,38
545948,610,31
545949,610,29
545950,573,98
545951,607,97
545952,868,50
545953,847,43
545954,843,34
545955,610,31
545956,279,32
545957,573,97
545958,607,97
545959,868,50
545960,826,40
545961,610,34
545962,610,30
545963,484,97
545964,889,50
545965,847,42
545966,843,35
545967,610,32
545968,610,29
545969,450,97
545970,484,96
545971,573,98
545972,889,53
545973,868,49
545974,826,38
545975,610,28
545976,573,98
545977,675,95
545978,847,48
552315,675,95
552316,395,96
552317,843,36
552318,233,35
552319,641,97
552320,450,98
552321,610,32
552322,843,40
552323,233,34
552324,607,97
552325,416,96
552327,847,42
552328,709,95
552329,675,95
552330,450,97
552331,610,33
552332,843,38
552333,0,34
552334,675,95
552335,450,97
552336,280,92
552337,843,40
552338,847,45
552339,675,96
552340,361,94
552341,843,34
552342,843,39
552343,701,88
552344,675,95
552345,484,97
552346,314,93
552347,843,39
552348,811,90
552349,641,96
552350,450,97
552351,610,36
552352,826,42
552353,233,34
552354,311,80
552355,348,94
552356,843,40
552357,826,42
552358,89,31
552359,573,98
552360,314,94
552361,212,87
552362,233,34
552363,607,97
552364,382,95
552365,843,34
552366,847,42
552367,607,99
552368,348,97
552369,843,36
552370,843,39
552371,847,43
552372,902,46
552373,233,30
552375,843,37
552376,881,42
552377,777,92
552378,466,28
552379,610,27
552380,610,31
552381,843,36
552382,826,42
552384,610,28
552386,847,43
552387,233,33
552388,466,28
552389,610,27
552390,610,33
552391,843,39
552392,881,43
552393,868,47
552394,466,28
552395,610,30
552397,868,45
552398,233,30
552399,610,27
552400,843,34
552401,826,40
552403,233,30
552404,610,27
552405,610,31
552406,843,38
552407,233,32
552408,843,38
552409,610,29
552410,233,29
552411,868,46
552412,843,38
552413,610,32
552414,610,28
552415,466,27
552416,641,96
552417,610,27
552418,178,88
552419,557,83
552420,466,30
552423,826,41
552424,233,29
552425,610,26
552426,259,98
552427,212,90
552428,233,36
552429,620,97
552430,450,100
552431,348,98
552433,811,90
552434,607,98
552435,327,101
552436,178,91
552437,178,87
552438,233,32
552439,518,98
556958,709,94
556959,743,93
556960,843,35
556961,811,87
556962,610,32
556963,843,37
556964,843,36
556965,314,93
556966,280,93
556967,610,34
556968,610,34
556970,610,34
556971,610,33
556972,280,93
556973,610,34
556975,610,33
556976,843,36
556977,610,33
556978,610,34
556979,610,34
556980,610,34
556981,843,38
556982,610,34
556983,843,38
556984,233,32
556985,843,38
556986,280,93
556987,610,33
556988,826,39
556989,843,36
556990,743,95
556991,610,34
556992,610,33
556993,843,36
556994,314,94
556995,610,33
556996,610,34
556997,610,33
556998,610,33
556999,610,33
557000,610,33
557001,610,33
557002,610,33
557003,610,34
557004,610,33
557005,610,34
557006,610,33
557007,610,34
557008,610,34
557009,610,34
557010,610,33
557011,843,36
557012,610,34
557013,843,38
557014,610,34
557015,811,89
557016,843,33
557017,743,92
557018,843,35
557019,709,94
557020,843,36
557022,843,34
557023,843,36
557024,709,94
557025,212,92
557026,843,37
557027,709,95
557029,843,37
557030,709,94
557031,843,37
557032,675,95
557033,843,35
557034,709,95
557035,843,33
557036,675,96
557037,843,37
557038,675,95
557039,843,34
557040,709,94
557041,843,34
557042,641,96
557043,843,35
557044,709,96
557045,843,35
557941,675,98
557942,610,32
557943,843,39
557944,523,88
557945,466,26
557946,610,32
557947,826,38
557948,164,46
557949,610,27
557950,843,35
557951,811,91
557952,675,98
557953,298,88
557954,610,33
557955,843,39
557956,709,95
557957,311,84
557958,610,33
557959,843,38
557960,709,94
557961,319,92
557962,843,34
557963,826,40
557964,675,95
557965,610,28
557966,610,28
557967,212,92
557968,843,38
557969,709,93
557970,607,96
557971,466,28
557972,610,29
557973,610,31
557974,843,35
557975,826,38
557976,743,92
557977,607,97
557978,610,29
557979,843,34
557980,843,37
557981,826,40
557982,675,95
557983,610,28
557984,610,30
557985,826,37
557986,641,95
557987,610,28
557988,610,31
557989,843,36
557991,826,37
557992,510,91
557993,610,29
557994,843,33
557995,826,38
557996,709,94
557997,466,29
557998,610,29
557999,610,31
558000,843,35
558001,722,88
558002,466,29
558003,610,29
558004,610,33
558005,843,36
558006,743,92
558007,610,28
558008,610,28
558009,843,34
558010,756,87
558011,610,28
558012,610,29
558013,843,36
558014,826,39
558015,675,97
558016,429,97
558017,843,34
558018,826,40
558020,610,26
558021,843,35
558022,843,39
558023,868,46
558024,518,99
558025,610,33
558026,843,39
558028,466,26
558029,610,34
558031,709,95
558032,610,27
558033,843,35
558034,843,39
558035,811,91
558036,826,39
558037,675,96
558038,610,26
558039,843,35
558040,847,43
558041,709,97
558042,450,98
558044,826,39
558045,675,96
558046,332,90
558047,843,34
558048,484,99
558049,843,36
558051,518,97
558052,610,34
558053,843,37
558054,868,46
558055,198,40
558056,610,34
558057,826,39
558058,178,78
558059,518,99
558060,280,95
558061,826,40
558062,910,55
558063,843,35
558064,843,37
558065,743,91
558066,573,98
558067,610,29
560232,190,33
560233,610,29
560234,843,38
560235,233,27
560237,233,31
560238,610,33
560239,518,98
560240,843,34
560241,843,35
560242,843,37
560243,233,32
560244,843,36
560245,675,96
560246,843,37
560247,466,28
560248,233,25
560249,233,29
560251,233,30
560252,826,41
560253,709,95
560254,826,39
560255,610,33
560256,607,98
560257,843,35
560259,610,28
560260,610,33
560261,610,28
560262,607,99
560264,843,37
560265,212,88
560266,212,88
560267,552,97
560268,225,92
560269,246,90
560270,518,98
560271,259,93
560272,246,91
560273,484,98
560274,314,95
560275,843,40
560276,280,94
560277,552,98
560278,157,85
560279,382,96
560280,212,90
560281,293,96
560282,843,38
560283,293,95
560284,826,42
560285,280,92
560286,826,42
560287,607,98
560288,327,96
560289,212,90
560290,259,94
560291,709,95
560292,826,44
560293,416,97
560294,843,37
560295,314,95
560296,843,40
560297,259,95
560298,212,89
560299,259,94
560300,246,90
560301,675,96
560302,826,42
560303,259,94
560304,518,98
560305,259,95
560306,212,89
560307,293,95
560308,212,89
560309,293,96
560310,843,40
560311,246,90
560312,709,95
560313,178,84
560314,259,94
560315,675,96
560316,610,28
560317,847,45
560318,847,44
560319,607,98
560320,675,97
560321,847,44
560322,709,95
560323,843,39
560324,641,98
560327,843,38
560328,109,41
560329,484,99
560330,826,42
560331,552,98
560332,599,92
560333,709,95
560334,675,97
560335,641,98
560336,641,98
560337,709,95
560338,826,43
560339,868,51
560340,868,48
560341,868,49
560342,709,95
560343,792,42
560344,518,99
560345,178,86
560346,709,96
560347,178,79
560348,709,96
560350,777,93
560351,777,92
560353,233,33
560354,847,46
560355,826,42
560356,847,45
560358,573,98
560359,847,40
560360,826,42
560361,826,41
560362,654,94
560363,610,28
560364,847,43
560365,826,42
560366,212,89
560367,826,42
560369,843,40
560370,709,95
560371,826,44
560372,206,54
560373,843,41
560374,607,97
560375,847,47
560376,212,88
560378,847,45
560379,246,90
560380,484,98
560381,178,83
560382,212,87
560383,843,40
560384,212,90
560385,843,39
560386,518,97
560387,868,48
560388,212,91
560389,826,41
560390,843,40
560391,518,98
560392,826,45
560393,843,40
560394,518,98
560396,709,95
560397,843,41
560398,843,39
560399,212,88
560401,843,40
560402,518,97
560403,146,66
560404,450,98
560405,212,89
560406,843,39
560408,178,86
560771,457,43
560774,586,71
560775,586,67
560776,402,42
560777,620,66
560778,476,73
560779,402,37
560780,510,71
560781,546,48
560782,387,76
560783,546,52
560784,620,65
560785,510,71
560786,620,71
560787,546,57
560788,491,46
560789,491,49
560790,510,70
560791,546,50
560792,491,42
560793,510,68
560794,421,73
560795,402,37
560797,546,55
560798,565,68
560799,476,72
560800,347,37
560801,565,69
560802,421,75
560804,510,72
560805,436,40
560806,565,71
560807,565,68
560808,491,46
560809,421,75
560810,491,46
560811,436,39
560812,565,69
560814,546,49
560815,546,58
560816,457,46
560817,421,75
560819,601,60
560820,512,48
560821,491,45
560822,476,73
560823,476,70
560824,387,75
560825,387,75
560826,243,78
560828,565,69
560829,476,71
560830,332,75
560831,510,69
560832,512,52
560833,476,72
560834,421,72
560835,298,76
560836,387,74
560837,476,69
560838,512,55
560839,476,71
560840,298,76
560841,476,71
560842,332,74
560844,476,70
560845,512,51
560846,442,72
560847,332,75
560848,387,73
560849,476,70
560850,512,54
560851,442,71
560853,243,77
560854,421,73
560855,476,70
560856,512,52
560857,478,47
560858,277,77
560859,421,71
560860,476,69
560861,512,52
560862,421,73
560863,243,77
560864,512,48
560865,512,48
560866,476,71
560868,476,70
560869,546,53
560870,332,74
560871,491,47
560872,491,49
560873,491,49
560874,620,68
560875,402,42
560876,491,47
560877,491,44
560878,565,71
560879,620,67
560880,620,69
560881,457,44
560882,457,44
560883,457,45
560884,491,47
560885,491,44
560886,620,66
560887,620,66
560888,620,66
560889,491,48
560890,457,48
560891,457,47
560892,457,47
560894,491,52
560895,586,65
560896,436,44
560897,491,48
560898,491,48
560899,531,68
560900,531,66
560901,531,67
560902,457,45
560903,457,44
560905,381,39
560906,491,51
560907,491,50
560908,525,47
560909,457,42
560910,457,48
560911,675,63
560912,620,66
560913,457,45
560914,491,46
560915,402,40
560916,546,55
560917,546,55
560918,402,45
560919,457,47
560920,491,49
560921,491,40
560922,620,64
560923,565,67
560924,387,72
560925,298,75
560926,565,66
560927,442,71
560928,332,75
560929,298,76
560930,476,70
560931,387,74
560932,476,69
560933,387,73
560935,277,76
560936,243,76
560937,476,68
560938,387,72
560939,277,75
560940,243,77
560942,476,69
560944,277,76
560945,476,71
560946,476,71
560947,476,71
560948,298,76
560949,277,77
560950,476,70
560951,332,76
560952,442,71
560953,476,70
560954,298,76
560955,476,71
560956,387,72
560957,531,70
560958,442,75
560959,531,69
560960,476,71
560961,277,76
560962,442,73
560963,476,71
560965,243,77
560966,476,71
560967,546,55
560968,567,55
560970,442,71
560971,497,73
560972,476,72
560973,546,54
560974,387,75
560975,476,69
560976,531,71
560977,512,51
560978,243,76
560979,442,72
560980,442,71
560981,546,49
560982,491,41
560984,531,70
560986,546,43
560987,457,38
560988,620,68
560989,546,48
560990,476,74
560991,387,79
560992,436,37
560995,402,39
560996,491,44
560997,491,43
560998,476,71
561000,491,50
561001,476,73
561002,421,76
561004,620,70
561005,491,50
561006,436,43
561007,491,59
561008,366,76
561009,510,72
561010,510,68
561011,366,77
561012,476,74
561013,381,39
561014,421,76
561015,510,71
561016,491,39
561017,546,50
561018,491,43
561019,599,68
561020,512,48
561021,567,62
561025,421,74
561027,546,52
561028,457,42
561029,531,68
561030,512,53
561032,476,72
561033,478,41
561034,457,43
561035,457,45
561036,512,49
561037,457,42
561039,512,51
561040,457,47
561041,381,40
561042,510,68
561043,421,69
561044,476,68
561045,546,52
561046,512,47
561047,512,47
561048,80,23
561049,546,53
561050,546,54
561051,546,52
561052,546,51
561053,491,49
561054,531,70
561055,457,50
561056,457,47
561057,470,43
561058,531,68
561059,436,46
561060,402,43
561061,491,50
561062,457,49
561063,546,52
561064,423,44
561065,402,43
561066,476,74
561067,387,70
561068,512,50
561069,402,42
561070,476,73
561071,298,74
561072,491,43
561073,457,45
561074,436,44
561076,531,72
561077,586,69
561078,470,47
561079,491,52
561080,531,69
561081,457,38
561082,654,64
561083,421,75
561084,457,44
561085,599,67
561086,512,45
561087,565,69
561088,423,36
561089,510,71
561090,565,69
561091,546,48
561092,565,70
561093,512,51
561094,620,64
561095,512,50
561096,510,69
561097,567,57
561098,510,71
561099,565,68
561101,476,74
561102,512,49
561103,654,66
561104,457,47
561105,565,70
561106,421,75
561107,512,51
561108,510,69
561109,512,56
561110,512,49
561111,510,70
561112,366,77
561113,512,48
561114,565,69
561115,654,63
561116,423,42
561117,421,77
561118,421,75
561119,478,46
561120,546,63
561121,512,49
561122,510,71
561123,510,69
561124,366,76
561125,423,43
561126,512,55
561127,510,69
561128,512,56
561129,421,74
561130,546,60
567616,421,74
567618,478,46
567620,533,48
567621,476,72
567622,478,46
567623,476,71
567624,478,46
567625,476,73
567627,476,72
567629,476,71
567630,478,48
567633,476,72
567634,478,46
567635,476,70
567636,478,46
567638,478,47
567639,476,72
567640,478,48
567641,476,70
567642,478,46
567643,476,71
567644,478,46
567645,476,71
567646,478,47
567649,478,47
567650,476,72
567651,478,48
567652,476,73
567653,533,49
567654,421,71
567655,423,40
567656,421,72
567658,421,70
567660,421,72
567661,478,46
567662,421,71
567663,533,46
567664,421,72
567666,421,72
567669,366,75
567670,311,77
567671,512,47
567672,567,52
567676,567,49
567677,533,44
567678,366,75
567679,567,49
567681,567,49
567683,567,45
567684,567,51
567685,476,73
567686,565,67
567687,567,45
567688,311,78
567690,567,50
567691,567,50
567693,533,45
567694,567,49
567695,421,74
567696,512,44
567697,567,49
567698,400,76
567699,512,43
567701,366,77
567702,567,49
567703,455,73
567704,512,46
567705,567,49
567706,476,72
567707,512,45
567708,510,72
567710,366,75
567711,512,45
567712,567,48
567713,512,45
567714,510,72
567715,567,53
567716,512,39
567718,311,78
567725,457,40
567726,457,37
567727,457,40
567728,457,41
567730,457,41
567731,444,43
567732,478,46
567733,478,45
567734,478,43
567735,478,42
567736,478,44
567737,478,44
567738,478,43
567739,478,44
567740,478,43
567741,478,42
567742,457,42
567743,478,42
567744,457,42
567745,478,43
567746,478,43
567747,457,42
567748,478,42
567749,478,41
567750,457,39
567751,457,39
567752,478,41
567753,457,40
567754,478,40
567755,457,40
567756,512,41
567757,478,41
567758,512,41
567759,478,40
567760,478,41
567761,457,40
567762,423,40
567763,478,41
567764,457,41
567765,457,42
567766,457,40
567767,457,40
567769,478,42
567770,423,41
567771,478,42
567772,478,42
567773,457,41
567774,457,40
567775,512,42
567776,512,40
567777,512,37
567778,512,42
567779,743,58
567780,512,43
567781,777,61
567782,512,41
567783,478,39
567784,478,37
567785,512,43
567786,512,41
567787,512,41
567788,512,41
567789,512,40
567790,512,40
567791,512,40
568953,675,98
568954,847,42
568955,709,97
568956,847,42
568957,709,96
568958,709,96
568959,847,44
568960,847,42
568961,847,42
568962,847,42
568966,847,44
568967,868,43
568968,709,96
568969,709,97
568970,881,40
568971,709,97
568972,881,41
568973,847,44
568974,847,44
568975,709,97
568976,881,40
568977,675,97
568978,709,97
568979,178,85
568980,826,39
568981,847,41
568982,847,42
568983,709,97
568984,847,41
568985,709,97
568986,709,98
568987,881,41
568988,847,41
568989,847,42
568990,709,97
568991,881,42
568992,847,42
568994,847,42
568995,709,97
568996,847,41
568997,826,39
568998,709,97
568999,178,90
569000,868,46
569001,709,97
569002,792,36
569003,178,90
569006,709,97
569007,178,88
569008,709,97
569010,233,30
569011,89,83
569012,233,31
569013,178,85
569014,233,29
569015,178,86
569016,709,96
569017,178,86
569018,233,30
569019,123,85
569020,233,30
569021,178,86
569022,233,31
569023,178,86
569024,233,32
569025,178,88
569026,233,33
569027,89,86
569028,233,32
571240,675,95
571244,709,94
571259,675,95
571261,641,95
571283,233,30
571291,826,42
571292,675,97
571299,675,97
571302,826,41
571306,826,42
571318,675,96
571325,610,29
571326,382,96
571327,843,40
571328,607,96
571329,518,96
571330,709,95
571331,610,29
571332,843,41
571333,552,94
571334,573,97
571335,610,30
571336,610,28
571337,743,91
571338,743,91
571339,610,29
571340,610,32
571341,847,42
571342,233,27
571343,675,95
571344,610,32
571345,847,42
571346,610,29
571347,709,95
571348,709,95
571349,868,48
571350,847,46
571351,610,32
571352,610,29
571353,610,33
571354,206,52
571355,675,95
571356,610,30
571357,843,40
571358,777,90
571359,811,87
571360,610,33
571361,826,41
571362,466,28
571363,709,94
571364,847,46
571365,610,30
571366,743,91
571367,610,30
571368,847,42
571369,610,30
571370,675,95
571371,610,29
571372,610,31
571373,843,40
571374,610,29
571375,641,98
573535,178,85
573536,314,94
573537,484,98
573538,777,92
573539,212,90
573540,348,95
573542,868,50
573543,178,86
573544,610,34
573545,382,95
573546,607,97
573547,709,94
573548,178,87
573549,348,94
573550,484,97
573551,709,94
573552,843,40
573554,610,29
573555,641,97
573556,178,84
573557,280,94
573558,463,95
573559,89,75
573560,178,86
573562,222,78
573564,709,95
573565,811,90
573566,212,91
573567,348,94
573568,573,97
573569,709,93
573570,843,42
573571,610,35
573572,610,29
573573,607,95
573574,743,91
573575,826,42
573576,246,91
573577,610,27
573578,709,93
573579,178,85
573580,843,37
573581,610,32
573582,539,95
573583,641,95
573584,709,94
573585,826,42
573587,843,37
573588,847,41
573589,709,96
573590,518,99
573591,610,29
573592,610,31
573593,843,35
573594,826,39
573595,868,46
573596,552,98
573597,450,98
573598,610,30
573599,280,95
573600,843,36
573602,843,34
573603,826,39
573604,777,94
573605,709,97
573606,573,99
573607,610,29
573608,610,34
573609,843,37
573610,826,40
573611,868,48
573612,484,98
573613,484,98
573614,348,96
573615,610,33
573616,843,36
573617,826,39
573618,826,41
573619,868,44
573620,709,96
573621,518,98
573622,610,31
573623,610,33
573624,843,35
573625,843,38
573626,826,40
573627,743,95
573628,834,48
573629,610,29
573630,610,34
573631,834,47
573632,826,38
573633,610,33
573634,610,28
573635,610,28
573636,709,94
573637,518,96
573638,314,92
573639,178,89
573640,709,95
573642,259,93
573644,743,94
573645,484,97
573646,348,94
573647,212,91
573648,89,36
573649,709,93
573650,518,96
573651,348,95
573653,701,85
573654,709,94
573655,484,97
573656,293,95
573657,233,43
573658,157,91
573659,777,90
573660,607,97
573662,348,95
573663,246,91
573665,416,96
573666,314,94
573667,573,95
573668,416,95
573669,314,93
573671,348,93
573673,348,93
573674,361,95
573675,497,93
573676,259,91
573677,314,95
573678,348,95
573679,280,94
573680,539,97
573681,518,97
573682,709,95
573683,484,96
573684,416,96
573685,416,97
573686,348,96
573687,610,35
573688,790,88
573691,484,99
573692,382,96
573693,259,93
573694,280,91
573695,843,37
573696,777,91
573698,552,99
573699,382,97
573700,348,95
573701,843,35
573702,843,36
573703,743,93
573704,552,99
573705,416,97
573706,314,94
573707,843,36
573708,843,37
573709,843,36
573710,743,96
573711,552,99
573712,348,96
573713,280,94
573714,610,34
573716,722,93
573718,709,96
573719,518,98
573720,382,97
573721,314,95
573722,843,35
573723,843,36
573724,811,92
573726,484,97
573727,382,97
573728,610,33
573729,610,34
573730,280,94
573731,756,91
573732,654,96
573733,518,98
573734,348,96
573735,259,95
573736,246,91
573737,790,89
573738,709,95
573739,552,98
573740,327,96
573741,233,40
573742,233,35
573743,233,38
573744,233,32
573745,573,98
573746,327,97
573747,259,95
573748,811,86
573749,675,95
573750,573,96
573757,246,92
573759,233,36
573760,641,97
573761,484,99
573762,238,93
573763,845,86
573764,607,95
573765,573,97
573766,382,97
573767,246,92
573768,811,88
573769,777,89
573770,607,97
573771,348,96
573773,416,98
573774,743,91
573775,573,98
573776,293,97
573777,225,93
573778,573,98
578350,387,75
578351,353,76
578352,387,76
578353,353,79
578354,319,79
578355,353,78
578356,408,79
578357,408,81
578358,408,81
578359,476,74
578360,332,76
578361,332,76
578362,243,77
578363,277,78
578364,332,77
578365,332,77
578366,387,77
578367,243,79
578368,332,77
578369,332,77
578370,510,70
578371,332,77
578372,277,78
578373,387,76
578374,243,78
578375,332,77
578376,421,74
578377,277,77
578378,332,77
578379,277,77
578380,423,37
578381,743,60
578382,457,38
578383,764,58
578384,552,70
578385,457,39
578386,586,68
578387,423,37
578389,586,74
578390,457,42
578391,641,68
578392,512,44
578394,531,71
578395,457,41
578396,675,67
578397,457,42
578398,531,72
578401,512,45
578402,552,74
578404,423,36
578405,463,74
578406,423,36
578407,457,40
578408,347,31
578409,402,35
578410,709,63
578411,423,36
578412,641,68
578413,423,37
578414,512,45
578415,478,44
578416,620,67
578417,478,42
578418,442,78
578419,423,35
578421,478,44
578422,675,67
578423,457,40
578424,457,36
578425,423,36
578426,531,70
578427,512,46
578428,478,41
578429,423,41
578430,408,77
578431,512,42
578432,423,35
578433,552,70
578434,497,76
579132,552,99
579133,610,31
579134,826,41
579135,586,99
579136,610,29
579137,843,34
579138,586,98
579139,610,30
579140,843,38
579141,552,99
579143,843,36
579144,607,98
579145,348,97
579146,843,35
579148,843,36
579149,314,97
579150,610,31
579151,843,39
579152,610,31
579153,826,40
579155,843,37
579156,586,98
579157,610,33
579158,843,38
579161,843,35
579163,843,36
579165,552,99
579166,610,32
579167,843,38
579168,709,96
579169,610,33
579170,641,98
579171,843,36
579172,641,98
579174,826,39
579175,552,100
579176,843,35
579177,607,99
579178,610,32
579179,826,38
579180,843,37
579181,484,99
579183,233,30
579184,212,87
579185,233,30
579186,709,94
579187,233,31
579188,178,85
579189,233,31
579190,610,30
579191,178,85
579192,233,31
579193,881,42
579195,178,83
579196,610,29
579197,178,83
579198,641,97
579199,826,41
579200,610,28
579201,178,83
579202,466,29
579204,610,29
579205,466,28
579206,881,39
579207,466,29
579208,843,37
579209,466,28
579210,826,40
579211,466,29
579212,843,39
579213,466,29
579214,843,35
579216,610,32
579217,610,29
579218,466,30
579219,421,89
579220,610,28
579221,610,29
579222,466,28
579223,466,29
579224,843,38
579229,466,29
579230,843,37
579231,610,29
579232,641,99
579233,641,98
579234,607,99
579235,610,26
579236,826,42
579237,826,41
579238,641,98
579239,641,98
579240,610,28
579241,843,40
579242,826,42
579243,607,98
579245,178,85
579246,178,85
579247,826,43
579248,607,98
579249,607,98
579250,178,85
579251,641,98
579252,641,98
579253,881,43
579254,881,42
579256,881,41
579257,847,42
579258,675,98
579259,881,41
579262,641,98
579263,178,87
579264,573,100
579265,178,87
579266,641,98
579267,178,86
579268,641,98
579269,826,41
579270,641,98
579272,607,99
579273,641,98
579274,826,40
579277,518,99
579278,881,41
579279,641,98
579280,847,43
579281,847,42
583110,466,28
583111,89,33
583112,233,29
583113,233,25
583114,233,35
583115,610,25
583116,466,27
583118,466,25
583119,889,45
583120,466,25
583121,233,29
583122,466,27
583123,466,26
583124,847,43
583125,233,29
583126,89,31
583127,466,26
583128,610,26
583129,610,26
583130,610,26
583132,233,27
583133,868,43
583134,610,26
583135,233,27
583136,881,43
583137,466,25
583138,233,32
583139,233,28
583140,466,27
583141,610,25
583142,610,24
583144,466,26
583145,847,42
583146,233,26
583147,466,24
583148,233,27
583150,881,41
583151,233,31
583155,847,42
583156,233,27
583158,466,28
583159,466,27
583162,610,25
583163,610,26
583164,889,49
583165,466,25
583166,466,28
583169,466,25
583170,722,91
583171,709,96
583172,641,99
583174,466,26
583175,654,93
583176,565,95
583177,777,93
583178,743,96
583179,847,41
583182,843,37
583185,633,91
583187,233,30
583189,233,32
583190,889,51
583193,178,85
583194,868,49
583195,89,80
583196,847,43
583198,868,50
583201,233,30
583202,233,36
583203,709,96
583205,923,48
583207,910,56
583210,743,95
583213,641,99
583214,233,37
583215,607,99
583216,777,94
583217,89,77
583218,709,96
583219,89,78
584927,610,27
584928,610,32
584929,178,88
584930,610,30
584931,610,30
584932,610,27
584933,212,91
584934,843,36
584935,610,31
584936,610,26
584937,843,37
584938,610,29
584939,675,97
584940,610,31
584941,826,41
584942,641,98
584943,610,29
584944,843,37
584945,466,27
584946,843,37
584947,233,27
584948,610,31
584949,826,39
584950,610,27
584951,280,95
584952,826,39
584953,607,98
584954,610,31
584955,610,31
584956,881,40
584957,826,38
584958,610,30
584959,610,32
584960,847,41
584961,826,39
584962,610,31
584963,826,40
584964,610,29
584965,847,39
584966,610,30
584967,610,28
584968,233,31
584970,610,28
584972,610,28
584973,610,29
584974,610,28
584975,675,96
584976,178,84
584977,466,29
584978,178,84
584979,466,27
584980,178,84
584981,466,28
584982,178,85
584984,178,86
584985,610,28
584987,610,28
584988,212,90
584989,610,28
584990,212,91
584991,610,28
584992,246,92
584993,466,28
584994,178,89
584995,466,28
584996,843,36
584997,466,28
584998,212,91
585000,843,35
585001,466,29
585002,843,35
585004,610,29
585005,178,87
585007,178,86
585008,610,27
585009,178,90
585010,610,28
585011,178,87
585012,610,28
585013,178,87
585014,610,28
585015,212,88
585016,610,27
585017,212,89
585018,610,28
585019,246,92
585020,675,98
585021,89,83
585022,607,100
585023,466,23
585024,641,99
585025,178,84
585026,881,42
585028,476,96
585029,178,86
585030,466,26
585031,881,42
585032,607,100
585033,233,25
585034,881,40
585035,826,40
585036,826,39
585037,552,99
585038,610,26
585039,610,26
585040,881,41
585041,847,41
585042,847,42
585043,847,43
585044,466,25
585045,826,41
585046,610,26
585047,881,42
585048,610,27
585049,826,41
585050,610,27
585051,826,41
585052,233,25
585053,178,88
585054,610,26
585056,178,86
585057,641,100
585058,881,41
585059,607,99
585060,847,41
585061,607,100
585062,607,99
585063,607,99
585064,847,42
585065,868,43
585067,868,45
585068,868,45
585069,868,46
585070,847,42
585071,847,43
585072,847,41
585073,466,28
585074,89,82
585075,233,28
585077,233,29
585078,178,85
585079,466,28
585080,178,86
585081,233,29
585082,178,85
585083,233,31
585084,178,85
585085,233,29
585086,178,84
585087,233,29
585088,89,84
585089,233,29
585090,178,84
585091,233,28
585092,178,83
585093,233,28
585094,178,85
585095,233,28
585096,178,85
585097,466,28
585098,178,86
585099,233,28
585100,178,87
585101,233,29
585102,178,88
585103,233,29
585104,178,85
585105,466,30
585106,178,85
585107,233,29
585108,178,87
585109,233,29
585110,178,83
585111,233,30
585112,178,86
585113,233,30
585114,178,86
585115,233,29
585116,178,87
585117,233,30
585118,123,87
585119,233,29
585120,178,89
585121,233,30
585122,178,87
585123,233,29
585765,843,34
585766,641,98
585767,843,34
585768,641,99
585769,610,32
585770,675,98
585771,843,37
585773,466,27
585774,843,34
585775,675,98
585776,843,35
585777,675,98
585778,843,34
585779,641,97
585780,246,93
585781,843,39
585783,641,98
585784,246,92
585786,675,98
585787,280,95
585790,675,97
585791,225,93
585792,675,98
585793,225,93
585794,620,95
585795,246,94
585796,675,97
585797,246,93
585799,675,97
585800,191,92
585801,709,96
585802,225,93
585803,709,96
585804,259,95
585805,675,96
585807,246,94
585809,246,93
585810,675,96
585811,225,94
585812,675,96
585813,225,93
585814,675,96
585815,246,93
585816,641,97
585817,246,94
585818,675,95
585820,675,96
585821,246,94
585822,675,97
585823,280,93
585824,675,96
585825,225,93
585826,233,29
585827,843,32
585828,233,30
585829,246,93
585830,233,30
585831,843,33
585832,675,97
585833,246,94
585834,675,96
585835,280,94
585836,233,28
585837,843,33
585838,233,31
585839,246,94
585840,233,30
585841,843,33
585844,843,33
585845,324,78
585846,843,35
585847,246,92
585848,552,100
585849,843,35
585850,843,35
585852,843,35
585853,455,93
585854,843,35
585855,843,36
585857,843,35
585858,466,27
585859,154,78
585861,843,34
585862,607,99
585863,843,34
585864,466,27
585865,843,34
585866,607,99
585867,843,33
585868,466,27
585870,531,97
585873,843,35
585874,843,34
585875,233,27
585876,843,33
585878,910,55
585879,843,34
585880,607,99
585882,910,53
585883,843,34
585884,552,101
585885,843,35
