# id,k,j,i
561087,4,7,3
561088,4,6,1
561089,3,7,4
561090,4,7,4
561091,4,7,3
561092,4,6,4
561093,4,6,3
561094,4,7,3
561095,4,6,2
561096,4,7,4
561097,4,7,3
561098,3,7,4
561099,4,7,3
561101,2,7,4
561102,4,7,3
561103,4,7,3
561104,5,7,2
561105,4,6,4
561106,3,7,5
561107,4,7,3
561108,3,7,3
561109,4,7,3
561110,4,6,2
561111,4,7,4
561112,2,7,4
561113,4,7,3
561114,4,7,4
561115,4,7,3
561116,4,7,2
561117,3,7,4
561118,3,7,4
561119,4,7,1
561120,4,7,3
561121,4,6,2
561122,3,7,4
561123,4,6,4
561124,3,7,4
561125,4,6,2
561126,4,6,3
561127,4,7,4
561128,4,7,3
561129,3,7,5
561130,4,7,4
567616,2,4,4
567618,3,4,2
567620,4,5,2
567621,3,4,3
567622,3,4,2
567623,2,4,4
567624,3,4,2
567625,2,4,4
567627,2,4,3
567629,2,5,4
567630,3,4,2
567633,2,4,4
567634,3,4,2
567635,2,4,3
567636,3,4,2
567638,3,5,2
567639,2,4,3
567640,3,4,2
567641,2,4,4
567642,3,4,2
567643,2,4,4
567644,3,5,2
567645,2,4,3
567646,3,4,2
567649,3,5,2
567650,2,4,3
567651,4,5,2
567652,2,4,4
567653,4,5,2
567654,2,3,4
567655,3,4,2
567656,2,4,4
567658,2,3,3
567660,2,4,4
567661,3,4,2
567662,1,4,4
567663,3,4,2
567664,2,4,4
567666,2,3,4
567669,2,5,4
567670,2,5,4
567671,4,5,3
567672,3,5,3
567676,4,5,2
567677,4,6,2
567678,3,6,4
567679,4,6,3
567681,4,6,3
567683,4,6,2
567684,4,5,3
567685,3,6,4
567686,3,6,3
567687,4,5,2
567688,2,6,4
567690,4,6,2
567691,4,5,2
567693,4,6,2
567694,4,6,3
567695,3,6,4
567696,4,6,2
567697,4,6,3
567698,3,6,4
567699,4,5,2
567701,2,6,4
567702,4,6,2
567703,3,6,4
567704,4,5,2
567705,4,6,3
567706,3,6,4
567707,4,6,2
567708,3,6,3
567710,2,5,3
567711,4,6,2
567712,4,5,3
567713,4,6,2
567714,4,6,4
567715,4,5,3
567716,4,5,2
567718,2,6,4
567725,3,4,2
567726,3,4,1
567727,3,4,1
567728,3,4,1
567730,3,3,2
567731,3,5,1
567732,3,5,1
567733,3,4,1
567734,3,4,2
567735,3,4,2
567736,3,3,2
567737,3,4,2
567738,3,4,1
567739,3,4,1
567740,3,4,2
567741,3,4,2
567742,3,4,2
567743,3,4,1
567744,3,4,1
567745,3,4,1
567746,3,4,2
567747,3,4,2
567748,3,4,1
567749,3,4,1
567750,3,4,2
567751,3,4,1
567752,3,3,2
567753,2,3,2
567754,2,4,2
567755,2,4,2
567756,3,4,1
567757,3,4,2
567758,3,4,1
567759,3,4,1
567760,3,4,2
567761,3,4,1
567762,3,4,2
567763,3,3,1
567764,3,4,2
567765,3,3,1
567766,3,3,2
567767,3,4,1
567769,3,4,2
567770,3,4,2
567771,3,4,2
567772,3,4,1
567773,3,4,2
567774,3,4,2
567775,4,6,2
567776,4,5,1
567777,4,5,1
567778,4,5,1
567779,4,5,1
567780,5,6,1
567781,4,5,1
567782,4,6,2
567783,4,5,1
567784,5,5,1
567785,4,5,2
567786,4,6,1
567787,4,6,1
567788,4,6,2
567789,4,6,1
567790,4,6,1
567791,4,6,2
568953,2,5,2
568954,1,5,2
568955,2,5,1
568956,2,5,3
568957,2,5,2
568958,2,5,2
568959,2,5,3
568960,1,5,3
568961,2,5,3
568962,2,5,3
568966,1,5,3
568967,1,5,3
568968,2,5,2
568969,2,5,2
568970,1,5,2
568971,2,5,2
568972,2,5,2
568973,1,5,2
568974,1,5,3
568975,2,5,2
568976,2,5,3
568977,2,5,2
568978,2,5,2
568979,2,5,3
568980,2,5,3
568981,2,5,3
568982,2,5,3
568983,2,5,2
568984,2,5,3
568985,2,5,2
568986,2,5,2
568987,1,5,2
568988,1,5,3
568989,1,5,3
568990,2,5,2
568991,2,5,2
568992,1,5,3
568994,2,5,3
568995,2,5,2
568996,2,5,3
568997,1,5,3
568998,2,5,2
568999,1,5,3
569000,2,5,3
569001,2,5,2
569002,1,5,3
569003,1,5,3
569006,2,5,2
569007,1,5,2
569008,2,5,2
569010,2,5,1
569011,1,5,3
569012,2,5,2
569013,1,5,3
569014,2,4,2
569015,1,5,3
569016,2,5,2
569017,1,5,3
569018,2,5,1
569019,0,5,3
569020,2,5,1
569021,1,5,3
569022,2,5,1
569023,1,5,3
569024,2,5,1
569025,1,5,3
569026,2,5,1
569027,1,5,3
569028,2,5,1
571240,3,6,2
571244,3,6,3
571259,3,6,2
571261,3,6,2
571283,3,6,2
571291,2,6,2
571292,3,6,2
571299,2,6,2
571302,2,6,3
571306,2,6,3
571318,3,6,2
571325,2,5,2
571326,2,5,2
571327,2,5,2
571328,2,5,3
571329,3,5,2
571330,2,5,2
571331,2,5,3
571332,2,5,3
571333,3,5,3
571334,3,5,2
571335,2,5,2
571336,2,5,2
571337,2,5,2
571338,3,5,3
571339,2,5,2
571340,2,5,2
571341,2,5,3
571342,2,5,2
571343,2,5,3
571344,2,5,2
571345,2,5,3
571346,3,5,2
571347,2,5,2
571348,2,5,2
571349,2,5,3
571350,2,5,3
571351,2,5,2
571352,2,5,3
571353,2,5,2
571354,2,5,2
571355,2,5,3
571356,2,5,2
571357,2,5,3
571358,2,5,3
571359,2,5,2
571360,2,5,3
571361,2,5,3
571362,3,5,3
571363,2,5,2
571364,2,5,3
571365,2,5,2
571366,2,5,2
571367,2,5,3
571368,2,5,3
571369,2,5,3
571370,3,5,2
571371,2,5,3
571372,2,5,3
571373,2,5,2
571374,3,5,3
571375,2,4,3
573535,1,1,3
573536,1,1,3
573537,1,1,2
573538,1,1,3
573539,1,1,2
573540,1,1,3
573541,2,0,4
573542,1,1,3
573543,1,1,3
573544,2,1,2
573545,1,1,2
573546,1,1,2
573547,1,1,2
573548,0,1,3
573549,0,0,2
573550,1,1,3
573551,1,1,3
573552,1,1,3
573554,1,0,2
573555,1,1,2
573556,0,1,3
573557,1,1,3
573558,1,1,3
573559,1,1,3
573560,1,1,2
573562,1,1,2
573563,1,1,3
573564,1,1,2
573565,1,1,2
573566,1,1,2
573567,2,1,3
573568,1,1,3
573569,3,1,4
573570,1,1,3
573571,2,1,2
573572,1,0,2
573573,2,1,2
573574,1,1,2
573575,1,1,3
573576,0,1,4
573577,1,1,3
573578,1,1,3
573579,2,1,3
573580,2,1,2
573581,2,1,3
573582,1,1,2
573583,1,1,2
573584,2,1,2
573585,1,1,2
573587,0,1,2
573588,0,1,2
573589,1,1,2
573590,1,1,2
573591,2,1,2
573592,1,1,2
573593,1,1,2
573594,1,1,2
573595,2,1,3
573596,1,0,3
573597,1,1,3
573598,1,1,3
573599,1,1,3
573600,0,1,2
573602,0,1,3
573603,0,1,2
573604,0,1,2
573605,1,1,2
573606,1,1,2
573607,1,1,2
573608,2,1,2
573609,2,0,2
573610,1,1,3
573611,1,1,3
573612,1,0,3
573613,1,1,3
573614,1,1,3
573615,1,1,3
573616,0,1,3
573617,0,1,3
573618,0,1,3
573619,0,1,3
573620,1,1,2
573621,1,1,2
573622,2,1,3
573623,2,1,2
573624,1,1,2
573625,1,1,3
573626,1,0,3
573627,1,1,2
573628,2,0,4
573629,1,1,3
573630,1,1,3
573631,2,1,3
573632,1,0,2
573633,1,1,2
573634,1,1,2
573635,1,1,2
573636,0,0,3
573637,0,0,3
573638,1,1,3
573639,0,1,3
573640,1,0,3
573642,0,0,3
573644,0,0,3
573645,0,0,3
573646,1,0,3
573647,0,1,3
573648,1,1,2
573649,1,1,4
573650,0,1,3
573651,1,1,3
573653,1,1,3
573654,1,1,3
573655,1,0,2
573656,1,0,2
573657,1,1,2
573658,0,1,2
573659,1,0,3
573660,1,0,3
573662,0,0,3
573663,1,1,3
573665,1,1,3
573666,1,0,3
573667,1,1,3
573668,1,1,3
573669,1,1,3
573671,1,1,3
573673,1,0,3
573674,1,1,2
573675,1,1,3
573676,1,1,3
573677,0,0,3
573678,1,1,3
573679,0,1,3
573680,1,1,3
573681,1,0,3
573682,0,1,3
573683,1,1,3
573684,1,0,3
573685,1,1,3
573686,1,1,2
573687,1,1,2
573688,1,1,3
573691,1,0,4
573692,1,0,3
573693,0,1,3
573694,0,1,3
573695,1,1,3
573696,0,1,2
573698,1,1,3
573699,1,0,3
573700,1,1,3
573701,1,0,2
573702,1,1,3
573704,1,0,3
573705,1,1,3
573706,0,1,3
573707,0,1,3
573708,0,1,3
573709,1,1,2
573711,1,1,3
573712,1,1,2
573713,1,1,2
573714,1,1,2
573716,1,0,3
573718,1,1,3
573719,1,1,3
573720,1,1,3
573721,1,1,3
573722,0,1,3
573723,0,1,3
573724,0,1,3
573726,1,1,2
573727,1,1,2
573728,1,1,2
573729,1,1,3
573730,1,1,2
573731,1,0,3
573732,1,1,4
573733,1,0,3
573734,1,1,3
573735,0,1,3
573736,0,1,3
573737,0,1,3
573738,0,1,3
573739,1,0,3
573740,1,0,2
573741,1,0,2
573744,1,0,3
573745,1,1,3
573746,0,1,3
573747,0,1,3
573748,0,0,2
573749,1,1,3
573750,1,1,3
573757,1,0,3
573759,0,1,2
573760,1,1,3
573761,1,0,3
573762,1,0,3
573763,1,1,2
573764,1,0,3
573765,1,0,3
573766,1,0,3
573767,0,1,3
573768,0,1,2
573769,0,0,2
573770,1,0,3
573771,1,0,3
573773,1,0,3
573774,1,0,3
573775,1,0,3
573776,1,1,3
573777,0,1,3
573778,1,0,3
578350,2,6,5
578351,2,6,4
578352,2,6,4
578353,2,6,5
578354,2,5,4
578355,2,6,4
578356,3,5,5
578357,2,5,4
578358,2,5,4
578359,3,6,4
578360,1,6,5
578361,2,6,5
578362,1,6,4
578363,1,6,4
578364,2,6,4
578365,1,6,5
578366,2,6,4
578367,1,7,4
578368,1,6,4
578369,2,6,4
578370,3,6,4
578371,2,6,4
578372,1,6,4
578373,2,6,4
578374,1,5,4
578375,1,6,5
578376,2,6,4
578377,1,6,4
578378,1,6,4
578379,2,6,4
578380,4,6,1
578381,4,5,2
578382,4,6,1
578383,4,6,2
578384,4,6,4
578385,5,6,2
578386,4,6,3
578387,4,6,1
578389,4,6,4
578390,5,5,2
578391,4,6,3
578392,4,6,2
578394,3,6,3
578395,4,6,2
578396,4,6,2
578397,6,5,1
578398,3,6,3
578401,3,6,2
578402,3,6,3
578404,4,6,0
578405,4,6,4
578406,4,6,0
578407,5,5,2
578408,5,4,0
578409,5,5,1
578410,4,6,2
578411,4,6,1
578412,4,6,3
578413,4,6,2
578414,4,6,3
578415,4,6,3
578416,4,6,3
578417,4,6,2
578418,3,6,4
578419,4,5,2
578421,4,6,2
578422,4,6,2
578423,5,5,2
578424,7,4,2
578425,6,5,1
578426,4,6,4
578427,3,6,2
578428,4,6,2
578429,4,5,2
578430,3,6,4
578431,4,6,2
578432,4,6,2
578433,4,6,3
578434,3,6,3
579132,2,6,2
579133,2,6,2
579134,2,5,3
579135,2,6,3
579136,2,6,2
579137,2,6,2
579138,2,6,3
579139,2,6,3
579140,2,6,3
579141,2,6,3
579143,2,6,2
579144,2,6,2
579145,2,6,2
579146,2,6,2
579148,2,6,2
579149,2,6,2
579150,2,6,2
579151,2,6,2
579152,2,6,2
579153,2,6,2
579155,2,5,3
579156,2,6,2
579157,2,6,2
579158,2,6,3
579161,2,6,2
579163,2,6,2
579165,2,6,2
579166,2,5,2
579167,3,6,3
579168,2,6,2
579169,2,6,3
579170,2,6,2
579171,2,6,2
579172,2,6,2
579174,2,6,3
579175,2,6,2
579176,2,6,3
579177,2,6,3
579178,2,6,2
579179,2,6,2
579180,2,6,2
579181,2,5,3
579183,3,6,2
579184,2,6,3
579185,3,6,2
579186,3,6,2
579187,3,6,2
579188,2,5,3
579189,3,6,3
579190,3,5,3
579191,2,6,3
579192,3,6,2
579193,2,5,3
579195,2,6,3
579196,3,6,2
579197,2,6,3
579198,3,6,2
579199,2,6,3
579200,3,6,2
579201,1,6,3
579202,3,6,2
579204,4,5,2
579205,3,6,2
579206,2,5,3
579207,3,6,2
579208,2,6,3
579209,4,6,2
579210,2,6,3
579211,3,6,2
579212,2,6,3
579213,3,6,2
579214,2,5,3
579216,2,5,2
579217,3,5,2
579218,3,6,2
579219,3,6,2
579220,3,6,2
579221,3,6,2
579222,3,6,3
579223,3,6,3
579224,2,6,3
579229,3,5,2
579230,2,5,3
579231,3,5,2
579232,2,6,2
579233,2,6,2
579234,2,6,2
579235,2,6,2
579236,2,6,2
579237,2,6,3
579238,2,6,2
579239,2,6,2
579240,2,5,2
579241,2,6,2
579242,1,6,3
579243,2,6,2
579245,2,6,2
579246,2,6,3
579247,2,6,2
579248,2,6,2
579249,2,6,2
579250,2,6,3
579251,2,6,2
579252,2,6,2
579253,2,6,3
579254,2,6,3
579256,2,6,2
579257,2,6,3
579258,2,6,2
579259,2,6,2
579262,2,6,2
579263,1,6,3
579264,2,6,2
579265,2,6,3
579266,2,6,2
579267,2,6,2
579268,2,6,3
579269,2,6,3
579270,1,6,3
579272,3,6,2
579273,2,6,2
579274,2,6,2
579277,2,6,2
579278,2,6,2
579279,2,6,2
579280,2,6,2
579281,2,6,3
583110,1,4,2
583111,1,5,2
583112,2,4,2
583113,2,5,1
583115,2,5,0
583116,2,5,2
583118,2,5,1
583119,2,4,3
583120,2,5,2
583121,2,5,2
583122,2,5,2
583123,2,5,2
583124,1,5,3
583125,1,5,2
583126,1,5,2
583127,2,4,1
583128,2,5,1
583129,1,4,1
583130,2,5,1
583132,2,5,2
583133,2,5,3
583134,3,5,1
583135,2,5,2
583136,1,5,3
583137,2,5,1
583138,1,5,2
583139,1,5,1
583140,2,5,1
583141,2,5,1
583142,2,5,1
583144,2,5,2
583145,1,4,3
583146,2,5,2
583147,1,5,2
583148,1,5,2
583150,0,5,3
583155,0,4,3
583156,1,5,1
583158,2,5,1
583159,2,5,1
583162,3,5,1
583163,3,5,1
583164,1,5,2
583165,2,5,2
583166,2,5,2
583169,2,5,2
583170,1,5,2
583171,1,5,2
583172,1,5,2
583174,1,5,2
583175,2,5,2
583176,1,4,2
583177,1,5,2
583178,1,5,3
583179,1,4,2
583182,1,4,2
583185,1,5,2
583187,1,5,2
583189,2,5,2
583190,1,4,3
583193,1,4,2
583194,2,4,2
583195,1,5,3
583196,2,4,3
583198,1,4,3
583201,1,5,2
583202,1,5,1
583203,2,5,2
583205,1,4,3
583207,1,5,3
583210,1,5,2
583212,0,3,1
583213,1,5,2
583214,2,5,1
583215,2,5,2
583216,1,5,2
583217,0,5,3
583218,1,5,2
583219,0,5,3
584927,2,5,2
584928,2,5,2
584929,2,5,3
584930,2,5,2
584931,2,5,2
584932,2,5,3
584933,2,5,3
584934,2,5,2
584935,2,5,2
584936,2,5,2
584937,2,5,3
584938,2,5,2
584939,2,5,2
584940,2,5,2
584941,2,5,3
584942,2,5,2
584943,2,5,2
584944,2,5,2
584945,2,5,2
584946,2,5,3
584947,2,5,2
584948,2,5,2
584949,2,5,3
584950,3,5,2
584951,2,5,2
584952,2,5,3
584953,2,5,2
584954,2,5,3
584955,2,5,2
584956,2,5,3
584957,2,5,3
584958,2,5,3
584959,2,5,2
584960,2,5,3
584961,2,5,3
584962,2,5,2
584963,2,5,3
584964,2,5,2
584965,2,5,3
584966,2,5,2
584967,2,5,2
584968,3,5,2
584970,3,5,2
584972,3,5,2
584973,3,5,2
584974,3,5,2
584975,3,5,2
584976,1,5,3
584977,3,5,2
584978,1,5,3
584979,2,5,2
584980,1,5,3
584981,2,5,2
584982,2,5,3
584984,2,5,3
584985,2,5,2
584987,3,5,2
584988,2,5,3
584989,2,5,2
584990,2,5,3
584991,3,5,2
584992,2,5,3
584993,3,5,2
584994,2,5,3
584995,3,5,2
584996,2,5,3
584997,3,5,2
584998,2,5,3
585000,3,5,3
585001,3,5,2
585002,2,5,3
585004,3,5,2
585005,1,5,3
585007,2,5,3
585008,2,5,2
585009,1,5,3
585010,2,5,2
585011,2,5,3
585012,3,5,2
585013,1,5,3
585014,3,5,2
585015,1,5,2
585016,2,5,2
585017,2,5,2
585018,3,5,2
585019,2,5,3
585020,2,5,2
585021,1,5,3
585022,2,5,2
585023,2,5,2
585024,2,5,2
585025,1,5,3
585026,2,5,3
585028,2,5,2
585029,1,5,3
585030,2,5,2
585031,1,5,2
585032,2,5,2
585033,2,5,2
585034,1,5,3
585035,1,5,3
585036,1,5,3
585037,2,5,2
585038,2,5,2
585039,2,5,2
585040,1,5,3
585041,1,5,3
585042,2,5,3
585043,1,5,3
585044,2,5,2
585045,2,5,3
585046,2,5,2
585047,1,5,3
585048,2,5,2
585049,2,5,3
585050,3,5,2
585051,2,5,3
585052,2,5,2
585053,2,5,3
585054,2,5,2
585056,2,5,3
585057,2,5,2
585058,2,5,3
585059,2,5,2
585060,2,5,3
585061,2,5,1
585062,2,5,2
585063,2,5,2
585064,2,5,3
585065,2,5,3
585067,1,5,3
585068,1,5,3
585069,1,5,3
585070,2,5,3
585071,2,5,3
585072,2,5,3
585073,2,5,2
585074,1,5,3
585075,2,5,2
585077,2,5,2
585078,1,5,3
585079,2,5,2
585080,1,5,2
585081,2,5,2
585082,0,5,3
585083,3,5,1
585084,1,5,2
585085,2,5,2
585086,1,5,3
585087,2,5,2
585088,1,5,3
585089,2,5,2
585090,1,5,3
585091,2,5,2
585092,1,5,3
585093,2,5,2
585094,1,5,3
585095,2,5,2
585096,1,5,3
585097,2,5,1
585098,1,5,3
585099,3,5,1
585100,1,5,3
585101,2,5,2
585102,1,5,2
585103,2,5,2
585104,1,5,3
585105,3,5,2
585106,1,5,3
585107,2,5,2
585108,1,5,2
585109,3,5,1
585110,2,5,3
585111,2,5,2
585112,1,5,3
585113,3,5,2
585114,1,5,3
585115,2,5,2
585116,1,5,3
585117,2,5,2
585118,0,5,3
585119,3,5,2
585120,1,5,3
585121,2,5,1
585122,1,5,3
585123,2,5,2
585765,2,6,4
585766,2,6,2
585767,2,6,2
585768,2,6,2
585769,2,6,2
585770,2,6,2
585771,2,6,3
585773,2,6,2
585774,3,6,2
585775,2,6,2
585776,2,6,3
585777,2,6,2
585778,3,6,3
585779,2,6,2
585780,2,6,2
585781,2,6,3
585783,2,6,2
585784,2,6,3
585786,2,6,2
585787,2,6,2
585790,2,6,2
585791,2,6,3
585792,2,6,2
585793,2,6,3
585794,2,6,2
585795,2,6,3
585796,2,6,2
585797,2,6,3
585799,3,6,2
585800,2,6,3
585801,2,6,2
585802,2,6,3
585803,3,6,2
585804,2,6,3
585805,3,6,2
585807,2,6,3
585809,2,6,3
585810,3,6,2
585811,2,6,3
585812,2,6,2
585813,2,6,3
585814,2,6,2
585815,2,6,3
585816,3,6,2
585817,2,6,3
585818,3,6,1
585820,2,6,2
585821,2,6,2
585822,2,6,2
585823,2,6,3
585824,3,6,2
585825,2,6,3
585826,3,6,2
585827,2,6,3
585828,3,6,1
585829,2,6,3
585830,3,6,1
585831,2,6,3
585832,2,6,2
585833,2,6,3
585834,2,6,2
585835,2,6,3
585836,2,6,2
585837,2,6,3
585838,3,6,2
585839,2,6,3
585840,3,6,2
585841,2,6,3
585844,2,6,3
585845,2,6,2
585846,2,6,3
585847,2,6,2
585848,2,6,2
585849,3,6,2
585850,2,6,2
585852,2,6,2
585853,2,6,2
585854,2,6,2
585855,2,6,2
585857,2,6,2
585858,2,6,2
585859,2,6,2
585861,2,6,2
585862,2,6,2
585863,2,6,2
585864,2,6,2
585865,2,6,2
585866,2,6,2
585867,2,6,2
585868,2,6,2
585870,2,6,2
585873,2,6,3
585874,2,6,2
585875,2,6,2
585876,2,6,3
585878,2,6,3
585879,2,6,3
585880,2,6,2
585882,2,6,2
585883,2,6,3
585884,3,6,2
585885,2,6,2
585886,1,6,3
585888,2,6,2
585889,2,6,2
585890,2,6,3
585891,2,6,2
585892,2,6,2
585893,2,6,2
585894,2,6,2
585895,2,6,2
585896,2,6,2
585897,2,6,2
585900,2,6,3
585901,3,6,2
585903,3,6,2
585904,2,6,3
585905,3,6,2
585906,2,6,3
585907,3,6,1
585908,2,6,3
585909,3,6,1
585910,2,6,3
585911,3,6,1
585913,2,6,2
585915,2,6,3
585916,3,6,2
585917,2,6,3
585918,3,6,1
585919,2,6,3
585920,3,6,1
585921,2,6,3
585922,3,6,1
585924,3,6,1
585925,2,6,2
585926,3,6,1
585927,3,6,3
585929,2,6,3
585930,3,6,1
585932,3,6,1
585933,2,6,3
585934,3,6,1
585935,2,6,3
585936,3,6,1
585937,2,6,3
585939,3,6,1
585940,2,6,2
585941,3,6,1
585942,2,6,3
585943,3,6,1
585944,2,5,3
585945,3,6,1
585947,3,6,1
585948,2,6,3
585949,3,6,1
585950,2,5,2
585951,2,5,2
585952,2,5,2
585953,2,5,2
585954,2,5,2
585955,2,5,2
585956,2,5,2
585957,2,5,3
585958,2,5,2
585959,2,5,2
585960,2,5,3
585961,3,5,2
585962,2,5,2
586562,2,4,3
586563,2,5,3
586564,3,5,3
586565,2,4,2
586566,2,5,2
586567,2,4,2
586568,2,4,2
586569,2,5,3
586570,2,4,2
586571,2,4,2
586572,3,4,2
586573,3,5,3
586574,2,4,3
586575,2,5,3
586576,3,4,3
586577,2,5,3
586578,2,4,2
586579,2,4,3
586580,2,4,2
586581,2,5,3
586582,2,5,2
586583,2,5,3
586584,2,4,3
586585,2,4,3
586586,2,4,3
586587,2,4,3
586588,2,4,3
586589,2,4,2
586590,2,5,3
586591,2,5,3
586592,2,4,3
586593,3,4,3
586594,2,5,2
586595,2,4,3
586596,2,4,3
586597,2,4,3
586598,2,4,3
586599,2,4,3
586600,2,5,2
586601,2,4,2
586602,3,5,2
586603,2,4,3
586604,1,4,3
586605,2,4,2
586606,2,5,3
586607,2,4,2
586608,2,4,3
586609,2,5,3
586610,2,4,3
586611,2,5,3
586612,2,4,2
586613,2,4,3
586614,2,5,3
586615,1,4,2
586616,3,4,2
586617,2,4,3
586618,2,4,3
586619,2,4,3
586620,2,4,2
586621,2,5,3
586622,2,4,2
586623,2,5,3
586624,2,4,3
586625,2,4,3
586626,2,4,3
586627,1,4,2
586628,2,4,2
586629,2,4,3
586630,2,4,2
586631,2,4,2
586632,2,4,3
586633,2,4,2
586634,2,4,2
586635,2,4,3
586636,2,4,2
586637,2,4,3
586638,2,4,2
586639,2,4,2
586640,2,5,3
586641,2,4,3
586642,2,4,2
586643,2,4,2
586644,2,4,2
586645,2,4,2
586646,2,4,2
586647,2,4,2
586648,2,4,2
586649,2,4,3
586650,2,4,3
586651,2,5,2
586652,2,5,3
586653,2,5,2
586654,2,5,2
586655,2,4,3
586656,2,4,3
586657,2,5,2
586658,2,4,3
586659,2,4,2
586660,2,4,3
586661,2,4,2
586662,2,5,3
586663,2,5,3
586664,2,5,2
586665,2,4,2
586666,2,4,3
586667,2,4,2
586668,2,4,2
586669,2,5,3
586670,2,4,2
586671,2,4,2
586672,3,5,3
586673,2,4,2
586674,2,4,2
586675,2,4,3
586676,2,4,3
586677,2,4,3
586678,2,4,3
586681,2,4,2
586682,2,4,2
586683,2,4,3
586684,2,4,2
586685,2,5,3
586686,2,4,2
586687,3,4,2
586688,2,4,3
586689,2,4,2
586690,2,4,2
586691,2,4,3
586692,2,4,3
586693,2,4,2
586694,3,5,3
586695,3,5,2
586696,3,5,2
586697,2,4,3
586698,3,5,2
586699,3,5,3
586700,3,4,3
586701,3,4,3
586702,3,4,3
586703,2,5,3
586704,3,5,3
586705,2,5,2
586706,2,5,2
586707,3,5,3
586708,2,5,3
586710,2,4,2
586711,2,5,2
586712,2,4,3
586713,2,4,3
586714,2,4,2
586715,2,5,3
586716,3,5,3
586717,2,4,3
586718,1,4,3
586719,1,4,3
586721,2,4,3
586722,2,4,3
586723,2,4,3
586724,2,4,3
586725,2,4,3
586726,2,4,3
586727,2,4,3
586728,2,4,4
586729,2,4,3
586730,2,4,4
586731,2,4,4
586732,2,4,3
586733,2,4,3
586734,2,4,3
586735,2,4,3
586736,2,4,3
586737,2,4,3
586738,3,4,4
586739,2,5,4
586740,2,5,3
586741,2,4,3
586742,3,4,3
586743,2,4,3
586744,2,4,3
586745,2,4,3
586746,2,4,4
586747,3,4,4
586748,2,4,4
586749,2,4,3
586750,2,4,3
586751,2,4,3
586752,2,4,4
586753,2,4,3
586754,2,4,3
586755,2,4,2
586756,2,4,3
586757,2,4,3
586758,2,4,3
586759,2,4,3
586760,2,5,4
586761,2,4,4
586762,2,4,2
586763,4,0,5
586764,2,4,2
586765,3,3,2
586766,2,4,2
586767,2,4,2
586768,3,4,2
586769,2,4,2
586770,2,4,2
586771,3,4,2
586772,2,4,2
586773,2,4,2
586774,2,4,2
586775,2,4,2
586776,2,4,3
586777,2,5,2
586778,2,4,2
586779,2,5,2
586780,2,4,2
586781,2,4,2
586782,2,4,2
586783,2,4,2
586784,2,4,2
586785,3,5,2
586786,2,5,2
586787,3,5,3
586788,2,5,2
586789,2,4,2
586790,2,4,2
586791,2,4,2
586792,3,5,2
586793,2,4,2
586794,2,4,2
586795,2,5,2
586796,3,5,2
586797,2,4,2
586798,2,4,2
586799,2,4,2
586800,2,4,2
586801,2,5,2
586802,3,5,2
586803,2,4,3
586805,3,5,2
586806,2,5,2
586807,2,5,2
586809,2,4,2
586810,3,5,2
586811,2,5,2
586812,2,4,3
586813,2,4,3
586814,2,4,2
586815,2,4,3
586816,2,4,3
586817,2,5,3
586818,2,4,3
586819,2,4,3
586820,2,4,3
586821,2,4,3
586822,2,4,3
586823,2,4,3
586824,2,4,3
586825,2,4,3
586826,2,4,3
586827,2,4,3
586828,2,4,3
586829,2,4,3
586830,2,4,3
586831,2,4,3
586832,2,4,3
586833,2,4,3
586834,2,4,3
586835,2,4,3
586836,2,4,3
586837,2,4,3
586838,2,4,3
586839,2,4,3
586840,2,4,3
586841,2,4,3
586843,2,4,3
586844,2,4,3
586846,2,4,3
586847,3,4,3
586848,2,4,3
586849,2,4,3
586850,2,4,3
586851,2,4,3
586852,2,4,3
586853,2,4,3
586854,2,4,3
586855,2,4,3
586856,2,4,3
586857,2,4,3
586858,2,4,3
586859,2,4,3
586860,2,4,3
586861,2,4,3
586862,2,4,3
586863,2,4,3
586864,2,6,2
586865,2,6,2
586866,2,6,2
586867,2,6,2
586868,3,5,2
586869,2,5,3
586870,3,5,2
586871,2,5,2
586872,3,6,2
586873,2,6,2
586874,3,5,2
586875,3,6,2
586876,3,5,2
586877,3,5,2
586878,3,6,2
586879,2,6,2
586881,3,6,2
586882,3,5,2
586883,2,5,2
586884,3,6,2
586885,2,5,2
586886,2,6,2
586887,2,6,2
586888,3,6,2
586889,3,6,2
586890,2,6,2
586891,2,6,2
586892,2,5,2
586893,2,6,3
586894,2,6,2
586895,2,6,2
586896,3,6,2
586898,3,5,2
586899,3,5,2
586900,2,6,2
586901,2,6,2
586902,2,6,2
586903,2,6,2
586904,3,6,2
586905,3,6,2
586906,3,6,2
586907,3,6,2
586908,3,6,2
586909,2,6,2
586910,3,6,2
586911,2,6,2
586912,3,5,2
586913,3,6,2
591494,2,6,2
591496,2,6,2
591497,2,6,3
591498,2,6,2
591501,2,6,2
591502,2,6,2
591503,2,6,3
591504,2,6,2
591505,2,6,2
591506,2,6,2
591507,2,6,2
591508,2,6,2
591510,2,6,2
591511,2,6,2
591512,2,6,2
591513,2,6,2
591514,2,6,2
591515,2,6,2
591516,2,6,2
591517,2,6,2
591518,2,6,2
591519,2,6,2
591520,2,6,2
591521,2,6,3
591523,2,6,2
591524,2,6,2
591525,2,6,2
591527,2,6,2
591529,2,6,2
591530,2,6,2
591531,2,6,2
591532,2,6,2
591534,2,6,3
591535,2,6,2
591536,2,6,2
591537,2,6,2
591539,2,6,2
591540,2,6,3
591541,2,6,3
591542,2,6,2
